node_a	layer_a	x_a_um	y_a_um	node_b	layer_b	x_b_um	y_b_um	g_siemens
8212	metal1	40.07	1013.6	17757	metal4	40.07	1013.6	1e+12
8213	metal1	96.07	1013.6	17758	metal4	96.07	1013.6	1e+12
8214	metal1	108.455	1013.6	17759	metal4	108.455	1013.6	1e+12
8215	metal1	109.295	1013.6	17760	metal4	109.295	1013.6	1e+12
8216	metal1	152.07	1013.6	17761	metal4	152.07	1013.6	1e+12
8217	metal1	208.07	1013.6	17762	metal4	208.07	1013.6	1e+12
8218	metal1	264.07	1013.6	17763	metal4	264.07	1013.6	1e+12
8219	metal1	320.07	1013.6	17764	metal4	320.07	1013.6	1e+12
8220	metal1	376.07	1013.6	17765	metal4	376.07	1013.6	1e+12
8221	metal1	432.07	1013.6	17766	metal4	432.07	1013.6	1e+12
8222	metal1	488.07	1013.6	17767	metal4	488.07	1013.6	1e+12
8223	metal1	544.07	1013.6	17768	metal4	544.07	1013.6	1e+12
8224	metal1	600.07	1013.6	17769	metal4	600.07	1013.6	1e+12
8225	metal1	656.07	1013.6	17770	metal4	656.07	1013.6	1e+12
8226	metal1	712.07	1013.6	17771	metal4	712.07	1013.6	1e+12
8227	metal1	768.07	1013.6	17772	metal4	768.07	1013.6	1e+12
8228	metal1	824.07	1013.6	17773	metal4	824.07	1013.6	1e+12
8229	metal1	880.07	1013.6	17774	metal4	880.07	1013.6	1e+12
8230	metal1	936.07	1013.6	17775	metal4	936.07	1013.6	1e+12
8231	metal1	992.07	1013.6	17776	metal4	992.07	1013.6	1e+12
8232	metal1	1048.07	1013.6	17777	metal4	1048.07	1013.6	1e+12
8233	metal1	1086.21	1013.6	17778	metal4	1086.21	1013.6	1e+12
8234	metal1	14.095	1016.4	17779	metal4	14.095	1016.4	1e+12
8235	metal1	40.07	1016.4	17780	metal4	40.07	1016.4	1e+12
8236	metal1	96.07	1016.4	17781	metal4	96.07	1016.4	1e+12
8237	metal1	108.455	1016.4	17782	metal4	108.455	1016.4	1e+12
8238	metal1	109.295	1016.4	17783	metal4	109.295	1016.4	1e+12
8239	metal1	152.07	1016.4	17784	metal4	152.07	1016.4	1e+12
8240	metal1	208.07	1016.4	17785	metal4	208.07	1016.4	1e+12
8241	metal1	264.07	1016.4	17786	metal4	264.07	1016.4	1e+12
8242	metal1	320.07	1016.4	17787	metal4	320.07	1016.4	1e+12
8243	metal1	376.07	1016.4	17788	metal4	376.07	1016.4	1e+12
8244	metal1	432.07	1016.4	17789	metal4	432.07	1016.4	1e+12
8245	metal1	488.07	1016.4	17790	metal4	488.07	1016.4	1e+12
8246	metal1	544.07	1016.4	17791	metal4	544.07	1016.4	1e+12
8247	metal1	600.07	1016.4	17792	metal4	600.07	1016.4	1e+12
8248	metal1	656.07	1016.4	17793	metal4	656.07	1016.4	1e+12
8249	metal1	712.07	1016.4	17794	metal4	712.07	1016.4	1e+12
8250	metal1	768.07	1016.4	17795	metal4	768.07	1016.4	1e+12
8251	metal1	824.07	1016.4	17796	metal4	824.07	1016.4	1e+12
8252	metal1	880.07	1016.4	17797	metal4	880.07	1016.4	1e+12
8253	metal1	936.07	1016.4	17798	metal4	936.07	1016.4	1e+12
8254	metal1	992.07	1016.4	17799	metal4	992.07	1016.4	1e+12
8255	metal1	1048.07	1016.4	17800	metal4	1048.07	1016.4	1e+12
8256	metal1	1086.21	1016.4	17801	metal4	1086.21	1016.4	1e+12
8257	metal1	14.095	1019.2	17802	metal4	14.095	1019.2	1e+12
8258	metal1	40.07	1019.2	17803	metal4	40.07	1019.2	1e+12
8259	metal1	96.07	1019.2	17804	metal4	96.07	1019.2	1e+12
8260	metal1	108.455	1019.2	17805	metal4	108.455	1019.2	1e+12
8261	metal1	109.295	1019.2	17806	metal4	109.295	1019.2	1e+12
8262	metal1	152.07	1019.2	17807	metal4	152.07	1019.2	1e+12
8263	metal1	208.07	1019.2	17808	metal4	208.07	1019.2	1e+12
8264	metal1	264.07	1019.2	17809	metal4	264.07	1019.2	1e+12
8265	metal1	320.07	1019.2	17810	metal4	320.07	1019.2	1e+12
8266	metal1	376.07	1019.2	17811	metal4	376.07	1019.2	1e+12
8267	metal1	432.07	1019.2	17812	metal4	432.07	1019.2	1e+12
8268	metal1	488.07	1019.2	17813	metal4	488.07	1019.2	1e+12
8269	metal1	544.07	1019.2	17814	metal4	544.07	1019.2	1e+12
8270	metal1	600.07	1019.2	17815	metal4	600.07	1019.2	1e+12
8271	metal1	656.07	1019.2	17816	metal4	656.07	1019.2	1e+12
8272	metal1	712.07	1019.2	17817	metal4	712.07	1019.2	1e+12
8273	metal1	768.07	1019.2	17818	metal4	768.07	1019.2	1e+12
8274	metal1	824.07	1019.2	17819	metal4	824.07	1019.2	1e+12
8275	metal1	880.07	1019.2	17820	metal4	880.07	1019.2	1e+12
8276	metal1	936.07	1019.2	17821	metal4	936.07	1019.2	1e+12
8277	metal1	992.07	1019.2	17822	metal4	992.07	1019.2	1e+12
8278	metal1	1048.07	1019.2	17823	metal4	1048.07	1019.2	1e+12
8279	metal1	1086.21	1019.2	17824	metal4	1086.21	1019.2	1e+12
8280	metal1	14.095	1022	17848	metal4	14.095	1022	1e+12
8281	metal1	40.07	1022	17849	metal4	40.07	1022	1e+12
8282	metal1	96.07	1022	17850	metal4	96.07	1022	1e+12
8283	metal1	108.455	1022	17851	metal4	108.455	1022	1e+12
8284	metal1	109.295	1022	17852	metal4	109.295	1022	1e+12
8285	metal1	152.07	1022	17853	metal4	152.07	1022	1e+12
8286	metal1	208.07	1022	17854	metal4	208.07	1022	1e+12
8287	metal1	264.07	1022	17855	metal4	264.07	1022	1e+12
8288	metal1	320.07	1022	17856	metal4	320.07	1022	1e+12
8289	metal1	376.07	1022	17857	metal4	376.07	1022	1e+12
8290	metal1	432.07	1022	17858	metal4	432.07	1022	1e+12
8291	metal1	488.07	1022	17859	metal4	488.07	1022	1e+12
8292	metal1	544.07	1022	17860	metal4	544.07	1022	1e+12
8293	metal1	600.07	1022	17861	metal4	600.07	1022	1e+12
8294	metal1	656.07	1022	17862	metal4	656.07	1022	1e+12
8295	metal1	712.07	1022	17863	metal4	712.07	1022	1e+12
8296	metal1	768.07	1022	17864	metal4	768.07	1022	1e+12
8297	metal1	824.07	1022	17865	metal4	824.07	1022	1e+12
8298	metal1	880.07	1022	17866	metal4	880.07	1022	1e+12
8299	metal1	936.07	1022	17867	metal4	936.07	1022	1e+12
8300	metal1	992.07	1022	17868	metal4	992.07	1022	1e+12
8301	metal1	1048.07	1022	17869	metal4	1048.07	1022	1e+12
8302	metal1	1086.21	1022	17870	metal4	1086.21	1022	1e+12
8303	metal1	14.095	1024.8	17871	metal4	14.095	1024.8	1e+12
8304	metal1	40.07	1024.8	17872	metal4	40.07	1024.8	1e+12
8305	metal1	96.07	1024.8	17873	metal4	96.07	1024.8	1e+12
8306	metal1	108.455	1024.8	17874	metal4	108.455	1024.8	1e+12
8307	metal1	109.295	1024.8	17875	metal4	109.295	1024.8	1e+12
8308	metal1	152.07	1024.8	17876	metal4	152.07	1024.8	1e+12
8309	metal1	208.07	1024.8	17877	metal4	208.07	1024.8	1e+12
8310	metal1	264.07	1024.8	17878	metal4	264.07	1024.8	1e+12
8311	metal1	320.07	1024.8	17879	metal4	320.07	1024.8	1e+12
8312	metal1	376.07	1024.8	17880	metal4	376.07	1024.8	1e+12
8313	metal1	432.07	1024.8	17881	metal4	432.07	1024.8	1e+12
8314	metal1	488.07	1024.8	17882	metal4	488.07	1024.8	1e+12
8315	metal1	544.07	1024.8	17883	metal4	544.07	1024.8	1e+12
8316	metal1	600.07	1024.8	17884	metal4	600.07	1024.8	1e+12
8317	metal1	656.07	1024.8	17885	metal4	656.07	1024.8	1e+12
8318	metal1	712.07	1024.8	17886	metal4	712.07	1024.8	1e+12
8319	metal1	768.07	1024.8	17887	metal4	768.07	1024.8	1e+12
8320	metal1	824.07	1024.8	17888	metal4	824.07	1024.8	1e+12
8321	metal1	880.07	1024.8	17889	metal4	880.07	1024.8	1e+12
8322	metal1	936.07	1024.8	17890	metal4	936.07	1024.8	1e+12
8323	metal1	992.07	1024.8	17891	metal4	992.07	1024.8	1e+12
8324	metal1	1048.07	1024.8	17892	metal4	1048.07	1024.8	1e+12
8325	metal1	1086.21	1024.8	17893	metal4	1086.21	1024.8	1e+12
8326	metal1	14.095	1027.6	17894	metal4	14.095	1027.6	1e+12
8327	metal1	40.07	1027.6	17895	metal4	40.07	1027.6	1e+12
8328	metal1	96.07	1027.6	17896	metal4	96.07	1027.6	1e+12
8329	metal1	108.455	1027.6	17897	metal4	108.455	1027.6	1e+12
8330	metal1	109.295	1027.6	17898	metal4	109.295	1027.6	1e+12
8331	metal1	152.07	1027.6	17899	metal4	152.07	1027.6	1e+12
8332	metal1	208.07	1027.6	17900	metal4	208.07	1027.6	1e+12
8333	metal1	264.07	1027.6	17901	metal4	264.07	1027.6	1e+12
8334	metal1	320.07	1027.6	17902	metal4	320.07	1027.6	1e+12
8335	metal1	376.07	1027.6	17903	metal4	376.07	1027.6	1e+12
8336	metal1	432.07	1027.6	17904	metal4	432.07	1027.6	1e+12
8337	metal1	488.07	1027.6	17905	metal4	488.07	1027.6	1e+12
8338	metal1	544.07	1027.6	17906	metal4	544.07	1027.6	1e+12
8339	metal1	600.07	1027.6	17907	metal4	600.07	1027.6	1e+12
8340	metal1	656.07	1027.6	17908	metal4	656.07	1027.6	1e+12
8341	metal1	712.07	1027.6	17909	metal4	712.07	1027.6	1e+12
8342	metal1	768.07	1027.6	17910	metal4	768.07	1027.6	1e+12
8343	metal1	824.07	1027.6	17911	metal4	824.07	1027.6	1e+12
8344	metal1	880.07	1027.6	17912	metal4	880.07	1027.6	1e+12
8345	metal1	936.07	1027.6	17913	metal4	936.07	1027.6	1e+12
8346	metal1	992.07	1027.6	17914	metal4	992.07	1027.6	1e+12
8347	metal1	1048.07	1027.6	17915	metal4	1048.07	1027.6	1e+12
8348	metal1	1086.21	1027.6	17916	metal4	1086.21	1027.6	1e+12
8349	metal1	14.095	1030.4	17917	metal4	14.095	1030.4	1e+12
8350	metal1	40.07	1030.4	17918	metal4	40.07	1030.4	1e+12
8351	metal1	96.07	1030.4	17919	metal4	96.07	1030.4	1e+12
8352	metal1	108.455	1030.4	17920	metal4	108.455	1030.4	1e+12
8353	metal1	109.295	1030.4	17921	metal4	109.295	1030.4	1e+12
8354	metal1	152.07	1030.4	17922	metal4	152.07	1030.4	1e+12
8355	metal1	208.07	1030.4	17923	metal4	208.07	1030.4	1e+12
8356	metal1	264.07	1030.4	17924	metal4	264.07	1030.4	1e+12
8357	metal1	320.07	1030.4	17925	metal4	320.07	1030.4	1e+12
8358	metal1	376.07	1030.4	17926	metal4	376.07	1030.4	1e+12
8359	metal1	432.07	1030.4	17927	metal4	432.07	1030.4	1e+12
8360	metal1	488.07	1030.4	17928	metal4	488.07	1030.4	1e+12
8361	metal1	544.07	1030.4	17929	metal4	544.07	1030.4	1e+12
8362	metal1	600.07	1030.4	17930	metal4	600.07	1030.4	1e+12
8363	metal1	656.07	1030.4	17931	metal4	656.07	1030.4	1e+12
8364	metal1	712.07	1030.4	17932	metal4	712.07	1030.4	1e+12
8365	metal1	768.07	1030.4	17933	metal4	768.07	1030.4	1e+12
8366	metal1	824.07	1030.4	17934	metal4	824.07	1030.4	1e+12
8367	metal1	880.07	1030.4	17935	metal4	880.07	1030.4	1e+12
8368	metal1	936.07	1030.4	17936	metal4	936.07	1030.4	1e+12
8369	metal1	992.07	1030.4	17937	metal4	992.07	1030.4	1e+12
8370	metal1	1048.07	1030.4	17938	metal4	1048.07	1030.4	1e+12
8371	metal1	1086.21	1030.4	17939	metal4	1086.21	1030.4	1e+12
8372	metal1	14.095	1033.2	17940	metal4	14.095	1033.2	1e+12
8373	metal1	40.07	1033.2	17941	metal4	40.07	1033.2	1e+12
8374	metal1	96.07	1033.2	17942	metal4	96.07	1033.2	1e+12
8375	metal1	108.455	1033.2	17943	metal4	108.455	1033.2	1e+12
8376	metal1	109.295	1033.2	17944	metal4	109.295	1033.2	1e+12
8377	metal1	152.07	1033.2	17945	metal4	152.07	1033.2	1e+12
8378	metal1	208.07	1033.2	17946	metal4	208.07	1033.2	1e+12
8379	metal1	264.07	1033.2	17947	metal4	264.07	1033.2	1e+12
8380	metal1	320.07	1033.2	17948	metal4	320.07	1033.2	1e+12
8381	metal1	376.07	1033.2	17949	metal4	376.07	1033.2	1e+12
8382	metal1	432.07	1033.2	17950	metal4	432.07	1033.2	1e+12
8383	metal1	488.07	1033.2	17951	metal4	488.07	1033.2	1e+12
8384	metal1	544.07	1033.2	17952	metal4	544.07	1033.2	1e+12
8385	metal1	600.07	1033.2	17953	metal4	600.07	1033.2	1e+12
8386	metal1	656.07	1033.2	17954	metal4	656.07	1033.2	1e+12
8387	metal1	712.07	1033.2	17955	metal4	712.07	1033.2	1e+12
8388	metal1	768.07	1033.2	17956	metal4	768.07	1033.2	1e+12
8389	metal1	824.07	1033.2	17957	metal4	824.07	1033.2	1e+12
8390	metal1	880.07	1033.2	17958	metal4	880.07	1033.2	1e+12
8391	metal1	936.07	1033.2	17959	metal4	936.07	1033.2	1e+12
8392	metal1	992.07	1033.2	17960	metal4	992.07	1033.2	1e+12
8393	metal1	1048.07	1033.2	17961	metal4	1048.07	1033.2	1e+12
8394	metal1	1086.21	1033.2	17962	metal4	1086.21	1033.2	1e+12
8395	metal1	14.095	1036	17963	metal4	14.095	1036	1e+12
8396	metal1	40.07	1036	17964	metal4	40.07	1036	1e+12
8397	metal1	96.07	1036	17965	metal4	96.07	1036	1e+12
8398	metal1	108.455	1036	17966	metal4	108.455	1036	1e+12
8399	metal1	109.295	1036	17967	metal4	109.295	1036	1e+12
8400	metal1	152.07	1036	17968	metal4	152.07	1036	1e+12
8401	metal1	208.07	1036	17969	metal4	208.07	1036	1e+12
8402	metal1	264.07	1036	17970	metal4	264.07	1036	1e+12
8403	metal1	320.07	1036	17971	metal4	320.07	1036	1e+12
8404	metal1	376.07	1036	17972	metal4	376.07	1036	1e+12
8405	metal1	432.07	1036	17973	metal4	432.07	1036	1e+12
8406	metal1	488.07	1036	17974	metal4	488.07	1036	1e+12
8407	metal1	544.07	1036	17975	metal4	544.07	1036	1e+12
8408	metal1	600.07	1036	17976	metal4	600.07	1036	1e+12
8409	metal1	656.07	1036	17977	metal4	656.07	1036	1e+12
8410	metal1	712.07	1036	17978	metal4	712.07	1036	1e+12
8411	metal1	768.07	1036	17979	metal4	768.07	1036	1e+12
8412	metal1	824.07	1036	17980	metal4	824.07	1036	1e+12
8413	metal1	880.07	1036	17981	metal4	880.07	1036	1e+12
8414	metal1	936.07	1036	17982	metal4	936.07	1036	1e+12
8415	metal1	992.07	1036	17983	metal4	992.07	1036	1e+12
8416	metal1	1048.07	1036	17984	metal4	1048.07	1036	1e+12
8417	metal1	1086.21	1036	17985	metal4	1086.21	1036	1e+12
8418	metal1	14.095	1038.8	17986	metal4	14.095	1038.8	1e+12
8419	metal1	40.07	1038.8	17987	metal4	40.07	1038.8	1e+12
8420	metal1	96.07	1038.8	17988	metal4	96.07	1038.8	1e+12
8421	metal1	108.455	1038.8	17989	metal4	108.455	1038.8	1e+12
8422	metal1	109.295	1038.8	17990	metal4	109.295	1038.8	1e+12
8423	metal1	152.07	1038.8	17991	metal4	152.07	1038.8	1e+12
8424	metal1	208.07	1038.8	17992	metal4	208.07	1038.8	1e+12
8425	metal1	264.07	1038.8	17993	metal4	264.07	1038.8	1e+12
8426	metal1	320.07	1038.8	17994	metal4	320.07	1038.8	1e+12
8427	metal1	376.07	1038.8	17995	metal4	376.07	1038.8	1e+12
8428	metal1	432.07	1038.8	17996	metal4	432.07	1038.8	1e+12
8429	metal1	488.07	1038.8	17997	metal4	488.07	1038.8	1e+12
8430	metal1	544.07	1038.8	17998	metal4	544.07	1038.8	1e+12
8431	metal1	600.07	1038.8	17999	metal4	600.07	1038.8	1e+12
8432	metal1	656.07	1038.8	18000	metal4	656.07	1038.8	1e+12
8433	metal1	712.07	1038.8	18001	metal4	712.07	1038.8	1e+12
8434	metal1	768.07	1038.8	18002	metal4	768.07	1038.8	1e+12
8435	metal1	824.07	1038.8	18003	metal4	824.07	1038.8	1e+12
8436	metal1	880.07	1038.8	18004	metal4	880.07	1038.8	1e+12
8437	metal1	936.07	1038.8	18005	metal4	936.07	1038.8	1e+12
8438	metal1	992.07	1038.8	18006	metal4	992.07	1038.8	1e+12
8439	metal1	1048.07	1038.8	18007	metal4	1048.07	1038.8	1e+12
8440	metal1	1086.21	1038.8	18008	metal4	1086.21	1038.8	1e+12
8441	metal1	14.095	1041.6	18009	metal4	14.095	1041.6	1e+12
8442	metal1	40.07	1041.6	18010	metal4	40.07	1041.6	1e+12
8443	metal1	96.07	1041.6	18011	metal4	96.07	1041.6	1e+12
8444	metal1	108.455	1041.6	18012	metal4	108.455	1041.6	1e+12
8445	metal1	109.295	1041.6	18013	metal4	109.295	1041.6	1e+12
8446	metal1	152.07	1041.6	18014	metal4	152.07	1041.6	1e+12
8447	metal1	208.07	1041.6	18015	metal4	208.07	1041.6	1e+12
8448	metal1	264.07	1041.6	18016	metal4	264.07	1041.6	1e+12
8449	metal1	320.07	1041.6	18017	metal4	320.07	1041.6	1e+12
8450	metal1	376.07	1041.6	18018	metal4	376.07	1041.6	1e+12
8451	metal1	432.07	1041.6	18019	metal4	432.07	1041.6	1e+12
8452	metal1	488.07	1041.6	18020	metal4	488.07	1041.6	1e+12
8453	metal1	544.07	1041.6	18021	metal4	544.07	1041.6	1e+12
8454	metal1	600.07	1041.6	18022	metal4	600.07	1041.6	1e+12
8455	metal1	656.07	1041.6	18023	metal4	656.07	1041.6	1e+12
8456	metal1	712.07	1041.6	18024	metal4	712.07	1041.6	1e+12
8457	metal1	768.07	1041.6	18025	metal4	768.07	1041.6	1e+12
8458	metal1	824.07	1041.6	18026	metal4	824.07	1041.6	1e+12
8459	metal1	880.07	1041.6	18027	metal4	880.07	1041.6	1e+12
8460	metal1	936.07	1041.6	18028	metal4	936.07	1041.6	1e+12
8461	metal1	992.07	1041.6	18029	metal4	992.07	1041.6	1e+12
8462	metal1	1048.07	1041.6	18030	metal4	1048.07	1041.6	1e+12
8463	metal1	1086.21	1041.6	18031	metal4	1086.21	1041.6	1e+12
8464	metal1	14.095	1044.4	18032	metal4	14.095	1044.4	1e+12
8465	metal1	40.07	1044.4	18033	metal4	40.07	1044.4	1e+12
8466	metal1	96.07	1044.4	18034	metal4	96.07	1044.4	1e+12
8467	metal1	108.455	1044.4	18035	metal4	108.455	1044.4	1e+12
8468	metal1	109.295	1044.4	18036	metal4	109.295	1044.4	1e+12
8469	metal1	152.07	1044.4	18037	metal4	152.07	1044.4	1e+12
8470	metal1	208.07	1044.4	18038	metal4	208.07	1044.4	1e+12
8471	metal1	264.07	1044.4	18039	metal4	264.07	1044.4	1e+12
8472	metal1	320.07	1044.4	18040	metal4	320.07	1044.4	1e+12
8473	metal1	376.07	1044.4	18041	metal4	376.07	1044.4	1e+12
8474	metal1	432.07	1044.4	18042	metal4	432.07	1044.4	1e+12
8475	metal1	488.07	1044.4	18043	metal4	488.07	1044.4	1e+12
8476	metal1	544.07	1044.4	18044	metal4	544.07	1044.4	1e+12
8477	metal1	600.07	1044.4	18045	metal4	600.07	1044.4	1e+12
8478	metal1	656.07	1044.4	18046	metal4	656.07	1044.4	1e+12
8479	metal1	712.07	1044.4	18047	metal4	712.07	1044.4	1e+12
8480	metal1	768.07	1044.4	18048	metal4	768.07	1044.4	1e+12
8481	metal1	824.07	1044.4	18049	metal4	824.07	1044.4	1e+12
8482	metal1	880.07	1044.4	18050	metal4	880.07	1044.4	1e+12
8483	metal1	936.07	1044.4	18051	metal4	936.07	1044.4	1e+12
8484	metal1	992.07	1044.4	18052	metal4	992.07	1044.4	1e+12
8485	metal1	1048.07	1044.4	18053	metal4	1048.07	1044.4	1e+12
8486	metal1	1086.21	1044.4	18054	metal4	1086.21	1044.4	1e+12
8487	metal1	14.095	1047.2	18055	metal4	14.095	1047.2	1e+12
8488	metal1	40.07	1047.2	18056	metal4	40.07	1047.2	1e+12
8489	metal1	96.07	1047.2	18057	metal4	96.07	1047.2	1e+12
8490	metal1	108.455	1047.2	18058	metal4	108.455	1047.2	1e+12
8491	metal1	109.295	1047.2	18059	metal4	109.295	1047.2	1e+12
8492	metal1	152.07	1047.2	18060	metal4	152.07	1047.2	1e+12
8493	metal1	208.07	1047.2	18061	metal4	208.07	1047.2	1e+12
8494	metal1	264.07	1047.2	18062	metal4	264.07	1047.2	1e+12
8495	metal1	320.07	1047.2	18063	metal4	320.07	1047.2	1e+12
8496	metal1	376.07	1047.2	18064	metal4	376.07	1047.2	1e+12
8497	metal1	432.07	1047.2	18065	metal4	432.07	1047.2	1e+12
8498	metal1	488.07	1047.2	18066	metal4	488.07	1047.2	1e+12
8499	metal1	544.07	1047.2	18067	metal4	544.07	1047.2	1e+12
8500	metal1	600.07	1047.2	18068	metal4	600.07	1047.2	1e+12
8501	metal1	656.07	1047.2	18069	metal4	656.07	1047.2	1e+12
8502	metal1	712.07	1047.2	18070	metal4	712.07	1047.2	1e+12
8503	metal1	768.07	1047.2	18071	metal4	768.07	1047.2	1e+12
8504	metal1	824.07	1047.2	18072	metal4	824.07	1047.2	1e+12
8505	metal1	880.07	1047.2	18073	metal4	880.07	1047.2	1e+12
8506	metal1	936.07	1047.2	18074	metal4	936.07	1047.2	1e+12
8507	metal1	992.07	1047.2	18075	metal4	992.07	1047.2	1e+12
8508	metal1	1048.07	1047.2	18076	metal4	1048.07	1047.2	1e+12
8509	metal1	1086.21	1047.2	18077	metal4	1086.21	1047.2	1e+12
8510	metal1	14.095	1050	18101	metal4	14.095	1050	1e+12
8511	metal1	40.07	1050	18102	metal4	40.07	1050	1e+12
8512	metal1	96.07	1050	18103	metal4	96.07	1050	1e+12
8513	metal1	108.455	1050	18104	metal4	108.455	1050	1e+12
8514	metal1	109.295	1050	18105	metal4	109.295	1050	1e+12
8515	metal1	152.07	1050	18106	metal4	152.07	1050	1e+12
8516	metal1	208.07	1050	18107	metal4	208.07	1050	1e+12
8517	metal1	264.07	1050	18108	metal4	264.07	1050	1e+12
8518	metal1	320.07	1050	18109	metal4	320.07	1050	1e+12
8519	metal1	376.07	1050	18110	metal4	376.07	1050	1e+12
8520	metal1	432.07	1050	18111	metal4	432.07	1050	1e+12
8521	metal1	488.07	1050	18112	metal4	488.07	1050	1e+12
8522	metal1	544.07	1050	18113	metal4	544.07	1050	1e+12
8523	metal1	600.07	1050	18114	metal4	600.07	1050	1e+12
8524	metal1	656.07	1050	18115	metal4	656.07	1050	1e+12
8525	metal1	712.07	1050	18116	metal4	712.07	1050	1e+12
8526	metal1	768.07	1050	18117	metal4	768.07	1050	1e+12
8527	metal1	824.07	1050	18118	metal4	824.07	1050	1e+12
8528	metal1	880.07	1050	18119	metal4	880.07	1050	1e+12
8529	metal1	936.07	1050	18120	metal4	936.07	1050	1e+12
8530	metal1	992.07	1050	18121	metal4	992.07	1050	1e+12
8531	metal1	1048.07	1050	18122	metal4	1048.07	1050	1e+12
8532	metal1	1086.21	1050	18123	metal4	1086.21	1050	1e+12
8533	metal1	14.095	1052.8	18124	metal4	14.095	1052.8	1e+12
8534	metal1	40.07	1052.8	18125	metal4	40.07	1052.8	1e+12
8535	metal1	96.07	1052.8	18126	metal4	96.07	1052.8	1e+12
8536	metal1	108.455	1052.8	18127	metal4	108.455	1052.8	1e+12
8537	metal1	109.295	1052.8	18128	metal4	109.295	1052.8	1e+12
8538	metal1	152.07	1052.8	18129	metal4	152.07	1052.8	1e+12
8539	metal1	208.07	1052.8	18130	metal4	208.07	1052.8	1e+12
8540	metal1	264.07	1052.8	18131	metal4	264.07	1052.8	1e+12
8541	metal1	320.07	1052.8	18132	metal4	320.07	1052.8	1e+12
8542	metal1	376.07	1052.8	18133	metal4	376.07	1052.8	1e+12
8543	metal1	432.07	1052.8	18134	metal4	432.07	1052.8	1e+12
8544	metal1	488.07	1052.8	18135	metal4	488.07	1052.8	1e+12
8545	metal1	544.07	1052.8	18136	metal4	544.07	1052.8	1e+12
8546	metal1	600.07	1052.8	18137	metal4	600.07	1052.8	1e+12
8547	metal1	656.07	1052.8	18138	metal4	656.07	1052.8	1e+12
8548	metal1	712.07	1052.8	18139	metal4	712.07	1052.8	1e+12
8549	metal1	768.07	1052.8	18140	metal4	768.07	1052.8	1e+12
8550	metal1	824.07	1052.8	18141	metal4	824.07	1052.8	1e+12
8551	metal1	880.07	1052.8	18142	metal4	880.07	1052.8	1e+12
8552	metal1	936.07	1052.8	18143	metal4	936.07	1052.8	1e+12
8553	metal1	992.07	1052.8	18144	metal4	992.07	1052.8	1e+12
8554	metal1	1048.07	1052.8	18145	metal4	1048.07	1052.8	1e+12
8555	metal1	1086.21	1052.8	18146	metal4	1086.21	1052.8	1e+12
8556	metal1	14.095	1055.6	18147	metal4	14.095	1055.6	1e+12
8557	metal1	40.07	1055.6	18148	metal4	40.07	1055.6	1e+12
8558	metal1	96.07	1055.6	18149	metal4	96.07	1055.6	1e+12
8559	metal1	108.455	1055.6	18150	metal4	108.455	1055.6	1e+12
8560	metal1	109.295	1055.6	18151	metal4	109.295	1055.6	1e+12
8561	metal1	152.07	1055.6	18152	metal4	152.07	1055.6	1e+12
8562	metal1	208.07	1055.6	18153	metal4	208.07	1055.6	1e+12
8563	metal1	264.07	1055.6	18154	metal4	264.07	1055.6	1e+12
8564	metal1	320.07	1055.6	18155	metal4	320.07	1055.6	1e+12
8565	metal1	376.07	1055.6	18156	metal4	376.07	1055.6	1e+12
8566	metal1	432.07	1055.6	18157	metal4	432.07	1055.6	1e+12
8567	metal1	488.07	1055.6	18158	metal4	488.07	1055.6	1e+12
8568	metal1	544.07	1055.6	18159	metal4	544.07	1055.6	1e+12
8569	metal1	600.07	1055.6	18160	metal4	600.07	1055.6	1e+12
8570	metal1	656.07	1055.6	18161	metal4	656.07	1055.6	1e+12
8571	metal1	712.07	1055.6	18162	metal4	712.07	1055.6	1e+12
8572	metal1	768.07	1055.6	18163	metal4	768.07	1055.6	1e+12
8573	metal1	824.07	1055.6	18164	metal4	824.07	1055.6	1e+12
8574	metal1	880.07	1055.6	18165	metal4	880.07	1055.6	1e+12
8575	metal1	936.07	1055.6	18166	metal4	936.07	1055.6	1e+12
8576	metal1	992.07	1055.6	18167	metal4	992.07	1055.6	1e+12
8577	metal1	1048.07	1055.6	18168	metal4	1048.07	1055.6	1e+12
8578	metal1	1086.21	1055.6	18169	metal4	1086.21	1055.6	1e+12
8579	metal1	14.095	1058.4	18170	metal4	14.095	1058.4	1e+12
8580	metal1	40.07	1058.4	18171	metal4	40.07	1058.4	1e+12
8581	metal1	96.07	1058.4	18172	metal4	96.07	1058.4	1e+12
8582	metal1	108.455	1058.4	18173	metal4	108.455	1058.4	1e+12
8583	metal1	109.295	1058.4	18174	metal4	109.295	1058.4	1e+12
8584	metal1	152.07	1058.4	18175	metal4	152.07	1058.4	1e+12
8585	metal1	208.07	1058.4	18176	metal4	208.07	1058.4	1e+12
8586	metal1	264.07	1058.4	18177	metal4	264.07	1058.4	1e+12
8587	metal1	320.07	1058.4	18178	metal4	320.07	1058.4	1e+12
8588	metal1	376.07	1058.4	18179	metal4	376.07	1058.4	1e+12
8589	metal1	432.07	1058.4	18180	metal4	432.07	1058.4	1e+12
8590	metal1	488.07	1058.4	18181	metal4	488.07	1058.4	1e+12
8591	metal1	544.07	1058.4	18182	metal4	544.07	1058.4	1e+12
8592	metal1	600.07	1058.4	18183	metal4	600.07	1058.4	1e+12
8593	metal1	656.07	1058.4	18184	metal4	656.07	1058.4	1e+12
