# pdn_tcl_physical: literal add_pdn_stripe rectangles (um) clipped to layout.core; add_pdn_connect has no via coordinates in Tcl.
# core_llx	core_lly	core_urx	core_ury
#	10.000000	12.000000	1090.000000	1090.000000
# die_llx	die_lly	die_urx	die_ury
#	0.000000	0.000000	1100.000000	1100.000000
kind	grid	layer_lo	layer_hi	width_um	pitch_um	offset_um	followpins	horiz	llx	lly	urx	ury
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	107.915000	1090.000000	108.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	110.315000	1090.000000	110.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	112.715000	1090.000000	112.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	115.115000	1090.000000	115.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	117.515000	1090.000000	117.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	119.915000	1090.000000	120.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	122.315000	1090.000000	122.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	124.715000	1090.000000	124.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	127.115000	1090.000000	127.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	129.515000	1090.000000	129.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	131.915000	1090.000000	132.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	134.315000	1090.000000	134.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	136.715000	1090.000000	136.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	139.115000	1090.000000	139.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	141.515000	1090.000000	141.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	143.915000	1090.000000	144.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	146.315000	1090.000000	146.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	148.715000	1090.000000	148.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	151.115000	1090.000000	151.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	153.515000	1090.000000	153.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	155.915000	1090.000000	156.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	158.315000	1090.000000	158.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	160.715000	1090.000000	160.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	163.115000	1090.000000	163.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	165.515000	1090.000000	165.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	167.915000	1090.000000	168.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	170.315000	1090.000000	170.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	172.715000	1090.000000	172.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	175.115000	1090.000000	175.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	177.515000	1090.000000	177.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	179.915000	1090.000000	180.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	182.315000	1090.000000	182.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	184.715000	1090.000000	184.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	187.115000	1090.000000	187.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	189.515000	1090.000000	189.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	191.915000	1090.000000	192.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	194.315000	1090.000000	194.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	196.715000	1090.000000	196.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	199.115000	1090.000000	199.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	201.515000	1090.000000	201.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	203.915000	1090.000000	204.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	206.315000	1090.000000	206.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	208.715000	1090.000000	208.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	211.115000	1090.000000	211.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	213.515000	1090.000000	213.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	215.915000	1090.000000	216.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	218.315000	1090.000000	218.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	220.715000	1090.000000	220.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	223.115000	1090.000000	223.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	225.515000	1090.000000	225.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	227.915000	1090.000000	228.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	230.315000	1090.000000	230.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	232.715000	1090.000000	232.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	235.115000	1090.000000	235.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	237.515000	1090.000000	237.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	239.915000	1090.000000	240.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	242.315000	1090.000000	242.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	244.715000	1090.000000	244.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	247.115000	1090.000000	247.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	249.515000	1090.000000	249.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	251.915000	1090.000000	252.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	254.315000	1090.000000	254.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	256.715000	1090.000000	256.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	259.115000	1090.000000	259.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	261.515000	1090.000000	261.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	263.915000	1090.000000	264.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	266.315000	1090.000000	266.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	268.715000	1090.000000	268.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	271.115000	1090.000000	271.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	273.515000	1090.000000	273.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	275.915000	1090.000000	276.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	278.315000	1090.000000	278.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	280.715000	1090.000000	280.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	283.115000	1090.000000	283.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	285.515000	1090.000000	285.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	287.915000	1090.000000	288.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	290.315000	1090.000000	290.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	292.715000	1090.000000	292.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	295.115000	1090.000000	295.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	297.515000	1090.000000	297.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	299.915000	1090.000000	300.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	302.315000	1090.000000	302.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	304.715000	1090.000000	304.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	307.115000	1090.000000	307.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	309.515000	1090.000000	309.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	311.915000	1090.000000	312.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	314.315000	1090.000000	314.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	316.715000	1090.000000	316.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	319.115000	1090.000000	319.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	321.515000	1090.000000	321.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	323.915000	1090.000000	324.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	326.315000	1090.000000	326.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	328.715000	1090.000000	328.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	331.115000	1090.000000	331.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	333.515000	1090.000000	333.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	335.915000	1090.000000	336.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	338.315000	1090.000000	338.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	340.715000	1090.000000	340.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	343.115000	1090.000000	343.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	345.515000	1090.000000	345.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	347.915000	1090.000000	348.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	350.315000	1090.000000	350.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	352.715000	1090.000000	352.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	355.115000	1090.000000	355.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	357.515000	1090.000000	357.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	359.915000	1090.000000	360.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	362.315000	1090.000000	362.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	364.715000	1090.000000	364.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	367.115000	1090.000000	367.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	369.515000	1090.000000	369.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	371.915000	1090.000000	372.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	374.315000	1090.000000	374.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	376.715000	1090.000000	376.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	379.115000	1090.000000	379.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	381.515000	1090.000000	381.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	383.915000	1090.000000	384.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	386.315000	1090.000000	386.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	388.715000	1090.000000	388.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	391.115000	1090.000000	391.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	393.515000	1090.000000	393.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	395.915000	1090.000000	396.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	398.315000	1090.000000	398.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	400.715000	1090.000000	400.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	403.115000	1090.000000	403.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	405.515000	1090.000000	405.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	407.915000	1090.000000	408.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	410.315000	1090.000000	410.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	412.715000	1090.000000	412.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	415.115000	1090.000000	415.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	417.515000	1090.000000	417.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	419.915000	1090.000000	420.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	422.315000	1090.000000	422.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	424.715000	1090.000000	424.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	427.115000	1090.000000	427.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	429.515000	1090.000000	429.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	431.915000	1090.000000	432.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	434.315000	1090.000000	434.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	436.715000	1090.000000	436.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	439.115000	1090.000000	439.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	441.515000	1090.000000	441.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	443.915000	1090.000000	444.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	446.315000	1090.000000	446.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	448.715000	1090.000000	448.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	451.115000	1090.000000	451.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	453.515000	1090.000000	453.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	455.915000	1090.000000	456.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	458.315000	1090.000000	458.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	460.715000	1090.000000	460.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	463.115000	1090.000000	463.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	465.515000	1090.000000	465.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	467.915000	1090.000000	468.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	470.315000	1090.000000	470.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	472.715000	1090.000000	472.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	475.115000	1090.000000	475.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	477.515000	1090.000000	477.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	479.915000	1090.000000	480.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	482.315000	1090.000000	482.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	484.715000	1090.000000	484.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	487.115000	1090.000000	487.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	489.515000	1090.000000	489.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	491.915000	1090.000000	492.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	494.315000	1090.000000	494.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	496.715000	1090.000000	496.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	499.115000	1090.000000	499.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	501.515000	1090.000000	501.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	503.915000	1090.000000	504.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	506.315000	1090.000000	506.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	508.715000	1090.000000	508.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	511.115000	1090.000000	511.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	513.515000	1090.000000	513.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	515.915000	1090.000000	516.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	518.315000	1090.000000	518.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	520.715000	1090.000000	520.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	523.115000	1090.000000	523.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	525.515000	1090.000000	525.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	527.915000	1090.000000	528.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	530.315000	1090.000000	530.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	532.715000	1090.000000	532.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	535.115000	1090.000000	535.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	537.515000	1090.000000	537.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	539.915000	1090.000000	540.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	542.315000	1090.000000	542.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	544.715000	1090.000000	544.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	547.115000	1090.000000	547.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	549.515000	1090.000000	549.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	551.915000	1090.000000	552.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	554.315000	1090.000000	554.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	556.715000	1090.000000	556.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	559.115000	1090.000000	559.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	561.515000	1090.000000	561.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	563.915000	1090.000000	564.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	566.315000	1090.000000	566.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	568.715000	1090.000000	568.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	571.115000	1090.000000	571.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	573.515000	1090.000000	573.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	575.915000	1090.000000	576.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	578.315000	1090.000000	578.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	580.715000	1090.000000	580.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	583.115000	1090.000000	583.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	585.515000	1090.000000	585.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	587.915000	1090.000000	588.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	590.315000	1090.000000	590.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	592.715000	1090.000000	592.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	595.115000	1090.000000	595.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	597.515000	1090.000000	597.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	599.915000	1090.000000	600.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	602.315000	1090.000000	602.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	604.715000	1090.000000	604.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	607.115000	1090.000000	607.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	609.515000	1090.000000	609.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	611.915000	1090.000000	612.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	614.315000	1090.000000	614.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	616.715000	1090.000000	616.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	619.115000	1090.000000	619.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	621.515000	1090.000000	621.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	623.915000	1090.000000	624.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	626.315000	1090.000000	626.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	628.715000	1090.000000	628.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	631.115000	1090.000000	631.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	633.515000	1090.000000	633.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	635.915000	1090.000000	636.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	638.315000	1090.000000	638.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	640.715000	1090.000000	640.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	643.115000	1090.000000	643.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	645.515000	1090.000000	645.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	647.915000	1090.000000	648.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	650.315000	1090.000000	650.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	652.715000	1090.000000	652.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	655.115000	1090.000000	655.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	657.515000	1090.000000	657.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	659.915000	1090.000000	660.085000
