kind	layer	xlo_um	ylo_um	xhi_um	yhi_um
FOLLOWPIN	metal1	10.07	601.915	1089.84	602.085
FOLLOWPIN	metal1	10.07	599.115	1089.84	599.285
FOLLOWPIN	metal1	10.07	596.315	1089.84	596.485
FOLLOWPIN	metal1	10.07	593.515	1089.84	593.685
FOLLOWPIN	metal1	10.07	590.715	1089.84	590.885
FOLLOWPIN	metal1	10.07	587.915	1089.84	588.085
FOLLOWPIN	metal1	10.07	585.115	1089.84	585.285
FOLLOWPIN	metal1	10.07	582.315	1089.84	582.485
FOLLOWPIN	metal1	10.07	579.515	1089.84	579.685
FOLLOWPIN	metal1	10.07	576.715	1089.84	576.885
FOLLOWPIN	metal1	10.07	573.915	1089.84	574.085
FOLLOWPIN	metal1	10.07	571.115	1089.84	571.285
FOLLOWPIN	metal1	10.07	568.315	1089.84	568.485
FOLLOWPIN	metal1	10.07	565.515	1089.84	565.685
FOLLOWPIN	metal1	10.07	562.715	1089.84	562.885
FOLLOWPIN	metal1	10.07	559.915	1089.84	560.085
FOLLOWPIN	metal1	10.07	557.115	1089.84	557.285
FOLLOWPIN	metal1	10.07	554.315	1089.84	554.485
FOLLOWPIN	metal1	10.07	551.515	1089.84	551.685
FOLLOWPIN	metal1	10.07	548.715	1089.84	548.885
FOLLOWPIN	metal1	10.07	545.915	1089.84	546.085
FOLLOWPIN	metal1	10.07	543.115	1089.84	543.285
FOLLOWPIN	metal1	10.07	540.315	1089.84	540.485
FOLLOWPIN	metal1	10.07	537.515	1089.84	537.685
FOLLOWPIN	metal1	10.07	534.715	1089.84	534.885
FOLLOWPIN	metal1	10.07	531.915	1089.84	532.085
FOLLOWPIN	metal1	10.07	529.115	1089.84	529.285
FOLLOWPIN	metal1	10.07	526.315	1089.84	526.485
FOLLOWPIN	metal1	10.07	523.515	1089.84	523.685
FOLLOWPIN	metal1	10.07	520.715	1089.84	520.885
FOLLOWPIN	metal1	10.07	517.915	1089.84	518.085
FOLLOWPIN	metal1	10.07	515.115	1089.84	515.285
FOLLOWPIN	metal1	10.07	512.315	1089.84	512.485
FOLLOWPIN	metal1	10.07	509.515	1089.84	509.685
FOLLOWPIN	metal1	10.07	506.715	1089.84	506.885
FOLLOWPIN	metal1	10.07	503.915	1089.84	504.085
FOLLOWPIN	metal1	10.07	501.115	1089.84	501.285
FOLLOWPIN	metal1	10.07	498.315	1089.84	498.485
FOLLOWPIN	metal1	10.07	495.515	1089.84	495.685
FOLLOWPIN	metal1	10.07	492.715	1089.84	492.885
FOLLOWPIN	metal1	10.07	489.915	1089.84	490.085
FOLLOWPIN	metal1	10.07	487.115	1089.84	487.285
FOLLOWPIN	metal1	10.07	484.315	1089.84	484.485
FOLLOWPIN	metal1	10.07	481.515	1089.84	481.685
FOLLOWPIN	metal1	10.07	478.715	1089.84	478.885
FOLLOWPIN	metal1	10.07	475.915	1089.84	476.085
FOLLOWPIN	metal1	10.07	473.115	1089.84	473.285
FOLLOWPIN	metal1	10.07	470.315	1089.84	470.485
FOLLOWPIN	metal1	10.07	467.515	1089.84	467.685
FOLLOWPIN	metal1	10.07	464.715	1089.84	464.885
FOLLOWPIN	metal1	10.07	461.915	1089.84	462.085
FOLLOWPIN	metal1	10.07	459.115	1089.84	459.285
FOLLOWPIN	metal1	10.07	456.315	1089.84	456.485
FOLLOWPIN	metal1	10.07	453.515	1089.84	453.685
FOLLOWPIN	metal1	10.07	450.715	1089.84	450.885
FOLLOWPIN	metal1	10.07	447.915	1089.84	448.085
FOLLOWPIN	metal1	10.07	445.115	1089.84	445.285
FOLLOWPIN	metal1	10.07	442.315	1089.84	442.485
FOLLOWPIN	metal1	10.07	439.515	1089.84	439.685
FOLLOWPIN	metal1	10.07	436.715	1089.84	436.885
FOLLOWPIN	metal1	10.07	433.915	1089.84	434.085
FOLLOWPIN	metal1	10.07	431.115	1089.84	431.285
FOLLOWPIN	metal1	10.07	428.315	1089.84	428.485
FOLLOWPIN	metal1	10.07	425.515	1089.84	425.685
FOLLOWPIN	metal1	10.07	422.715	1089.84	422.885
FOLLOWPIN	metal1	10.07	419.915	1089.84	420.085
FOLLOWPIN	metal1	10.07	417.115	1089.84	417.285
FOLLOWPIN	metal1	10.07	414.315	1089.84	414.485
FOLLOWPIN	metal1	10.07	411.515	1089.84	411.685
FOLLOWPIN	metal1	10.07	408.715	1089.84	408.885
FOLLOWPIN	metal1	10.07	405.915	1089.84	406.085
FOLLOWPIN	metal1	10.07	403.115	1089.84	403.285
FOLLOWPIN	metal1	10.07	400.315	1089.84	400.485
FOLLOWPIN	metal1	10.07	397.515	1089.84	397.685
FOLLOWPIN	metal1	10.07	394.715	1089.84	394.885
FOLLOWPIN	metal1	10.07	391.915	1089.84	392.085
FOLLOWPIN	metal1	10.07	389.115	1089.84	389.285
FOLLOWPIN	metal1	10.07	386.315	1089.84	386.485
FOLLOWPIN	metal1	10.07	383.515	1089.84	383.685
FOLLOWPIN	metal1	10.07	380.715	1089.84	380.885
FOLLOWPIN	metal1	10.07	377.915	1089.84	378.085
FOLLOWPIN	metal1	10.07	375.115	1089.84	375.285
FOLLOWPIN	metal1	10.07	372.315	1089.84	372.485
FOLLOWPIN	metal1	10.07	369.515	1089.84	369.685
FOLLOWPIN	metal1	10.07	366.715	1089.84	366.885
FOLLOWPIN	metal1	10.07	363.915	1089.84	364.085
FOLLOWPIN	metal1	10.07	361.115	1089.84	361.285
FOLLOWPIN	metal1	10.07	358.315	1089.84	358.485
FOLLOWPIN	metal1	10.07	355.515	1089.84	355.685
FOLLOWPIN	metal1	10.07	352.715	1089.84	352.885
FOLLOWPIN	metal1	10.07	349.915	1089.84	350.085
FOLLOWPIN	metal1	10.07	347.115	1089.84	347.285
FOLLOWPIN	metal1	10.07	344.315	1089.84	344.485
FOLLOWPIN	metal1	10.07	341.515	999.02	341.685
FOLLOWPIN	metal1	10.07	338.715	999.02	338.885
FOLLOWPIN	metal1	10.07	335.915	18.05	336.085
FOLLOWPIN	metal1	10.07	333.115	18.05	333.285
FOLLOWPIN	metal1	10.07	330.315	18.05	330.485
FOLLOWPIN	metal1	10.07	327.515	18.05	327.685
FOLLOWPIN	metal1	10.07	324.715	18.05	324.885
FOLLOWPIN	metal1	10.07	321.915	18.05	322.085
FOLLOWPIN	metal1	10.07	319.115	18.05	319.285
FOLLOWPIN	metal1	10.07	316.315	18.05	316.485
FOLLOWPIN	metal1	10.07	313.515	18.05	313.685
FOLLOWPIN	metal1	10.07	310.715	18.05	310.885
FOLLOWPIN	metal1	10.07	307.915	18.05	308.085
FOLLOWPIN	metal1	10.07	305.115	18.05	305.285
FOLLOWPIN	metal1	10.07	302.315	18.05	302.485
FOLLOWPIN	metal1	10.07	299.515	18.05	299.685
FOLLOWPIN	metal1	10.07	296.715	18.05	296.885
FOLLOWPIN	metal1	10.07	293.915	18.05	294.085
FOLLOWPIN	metal1	10.07	291.115	18.05	291.285
FOLLOWPIN	metal1	10.07	288.315	18.05	288.485
FOLLOWPIN	metal1	10.07	285.515	18.05	285.685
FOLLOWPIN	metal1	10.07	282.715	18.05	282.885
FOLLOWPIN	metal1	10.07	279.915	18.05	280.085
FOLLOWPIN	metal1	10.07	277.115	18.05	277.285
FOLLOWPIN	metal1	10.07	274.315	18.05	274.485
FOLLOWPIN	metal1	10.07	271.515	18.05	271.685
FOLLOWPIN	metal1	10.07	268.715	1089.84	268.885
FOLLOWPIN	metal1	10.07	265.915	1089.84	266.085
FOLLOWPIN	metal1	10.07	263.115	1089.84	263.285
FOLLOWPIN	metal1	10.07	260.315	1089.84	260.485
FOLLOWPIN	metal1	10.07	257.515	999.02	257.685
FOLLOWPIN	metal1	10.07	254.715	999.02	254.885
FOLLOWPIN	metal1	10.07	251.915	18.05	252.085
FOLLOWPIN	metal1	10.07	249.115	18.05	249.285
FOLLOWPIN	metal1	10.07	246.315	18.05	246.485
FOLLOWPIN	metal1	10.07	243.515	18.05	243.685
FOLLOWPIN	metal1	10.07	240.715	18.05	240.885
FOLLOWPIN	metal1	10.07	237.915	18.05	238.085
FOLLOWPIN	metal1	10.07	235.115	18.05	235.285
FOLLOWPIN	metal1	10.07	232.315	18.05	232.485
FOLLOWPIN	metal1	10.07	229.515	18.05	229.685
FOLLOWPIN	metal1	10.07	226.715	18.05	226.885
FOLLOWPIN	metal1	10.07	223.915	18.05	224.085
FOLLOWPIN	metal1	10.07	221.115	18.05	221.285
FOLLOWPIN	metal1	10.07	218.315	18.05	218.485
FOLLOWPIN	metal1	10.07	215.515	18.05	215.685
FOLLOWPIN	metal1	10.07	212.715	18.05	212.885
FOLLOWPIN	metal1	10.07	209.915	18.05	210.085
FOLLOWPIN	metal1	10.07	207.115	18.05	207.285
FOLLOWPIN	metal1	10.07	204.315	18.05	204.485
FOLLOWPIN	metal1	10.07	201.515	18.05	201.685
FOLLOWPIN	metal1	10.07	198.715	18.05	198.885
FOLLOWPIN	metal1	10.07	195.915	18.05	196.085
FOLLOWPIN	metal1	10.07	193.115	18.05	193.285
FOLLOWPIN	metal1	10.07	190.315	18.05	190.485
FOLLOWPIN	metal1	10.07	187.515	18.05	187.685
FOLLOWPIN	metal1	10.07	184.715	1089.84	184.885
FOLLOWPIN	metal1	10.07	181.915	1089.84	182.085
FOLLOWPIN	metal1	10.07	179.115	1089.84	179.285
FOLLOWPIN	metal1	10.07	176.315	1089.84	176.485
FOLLOWPIN	metal1	10.07	173.515	1089.84	173.685
FOLLOWPIN	metal1	10.07	170.715	18.05	170.885
FOLLOWPIN	metal1	10.07	167.915	18.05	168.085
FOLLOWPIN	metal1	10.07	165.115	18.05	165.285
FOLLOWPIN	metal1	10.07	162.315	18.05	162.485
FOLLOWPIN	metal1	10.07	159.515	18.05	159.685
FOLLOWPIN	metal1	10.07	156.715	18.05	156.885
FOLLOWPIN	metal1	10.07	153.915	18.05	154.085
FOLLOWPIN	metal1	10.07	151.115	18.05	151.285
FOLLOWPIN	metal1	10.07	148.315	18.05	148.485
FOLLOWPIN	metal1	10.07	145.515	18.05	145.685
FOLLOWPIN	metal1	10.07	142.715	18.05	142.885
FOLLOWPIN	metal1	10.07	139.915	18.05	140.085
FOLLOWPIN	metal1	10.07	137.115	18.05	137.285
FOLLOWPIN	metal1	10.07	134.315	18.05	134.485
FOLLOWPIN	metal1	10.07	131.515	18.05	131.685
FOLLOWPIN	metal1	10.07	128.715	18.05	128.885
FOLLOWPIN	metal1	10.07	125.915	18.05	126.085
FOLLOWPIN	metal1	10.07	123.115	18.05	123.285
FOLLOWPIN	metal1	10.07	120.315	18.05	120.485
FOLLOWPIN	metal1	10.07	117.515	18.05	117.685
FOLLOWPIN	metal1	10.07	114.715	18.05	114.885
FOLLOWPIN	metal1	10.07	111.915	18.05	112.085
FOLLOWPIN	metal1	10.07	109.115	18.05	109.285
FOLLOWPIN	metal1	10.07	106.315	18.05	106.485
FOLLOWPIN	metal1	10.07	103.515	1089.84	103.685
FOLLOWPIN	metal1	10.07	100.715	1089.84	100.885
FOLLOWPIN	metal1	10.07	97.915	1089.84	98.085
FOLLOWPIN	metal1	10.07	95.115	1089.84	95.285
FOLLOWPIN	metal1	10.07	92.315	1089.84	92.485
FOLLOWPIN	metal1	10.07	89.515	1089.84	89.685
FOLLOWPIN	metal1	10.07	86.715	18.05	86.885
FOLLOWPIN	metal1	10.07	83.915	18.05	84.085
FOLLOWPIN	metal1	10.07	81.115	18.05	81.285
FOLLOWPIN	metal1	10.07	78.315	18.05	78.485
FOLLOWPIN	metal1	10.07	75.515	18.05	75.685
FOLLOWPIN	metal1	10.07	72.715	18.05	72.885
FOLLOWPIN	metal1	10.07	69.915	18.05	70.085
FOLLOWPIN	metal1	10.07	67.115	18.05	67.285
FOLLOWPIN	metal1	10.07	64.315	18.05	64.485
FOLLOWPIN	metal1	10.07	61.515	18.05	61.685
FOLLOWPIN	metal1	10.07	58.715	18.05	58.885
FOLLOWPIN	metal1	10.07	55.915	18.05	56.085
FOLLOWPIN	metal1	10.07	53.115	18.05	53.285
FOLLOWPIN	metal1	10.07	50.315	18.05	50.485
FOLLOWPIN	metal1	10.07	47.515	18.05	47.685
FOLLOWPIN	metal1	10.07	44.715	18.05	44.885
FOLLOWPIN	metal1	10.07	41.915	18.05	42.085
FOLLOWPIN	metal1	10.07	39.115	18.05	39.285
FOLLOWPIN	metal1	10.07	36.315	18.05	36.485
FOLLOWPIN	metal1	10.07	33.515	18.05	33.685
FOLLOWPIN	metal1	10.07	30.715	18.05	30.885
FOLLOWPIN	metal1	10.07	27.915	18.05	28.085
FOLLOWPIN	metal1	10.07	25.115	18.05	25.285
FOLLOWPIN	metal1	10.07	22.315	18.05	22.485
FOLLOWPIN	metal1	10.07	19.515	1089.84	19.685
FOLLOWPIN	metal1	10.07	16.715	1089.84	16.885
FOLLOWPIN	metal1	10.07	13.915	1089.84	14.085
BTERM	metal7	10.07	1085.77	236.31	1087.17
BTERM	metal7	851.83	1085.77	1089.84	1087.17
BTERM	metal7	10.07	1000.17	152.31	1001.57
BTERM	metal7	10.07	17.77	320.31	19.17
BTERM	metal7	879.83	17.77	1089.84	19.17
BTERM	metal7	10.07	1078.9	1089.84	1080.3
BTERM	metal7	10.07	1048.9	1089.84	1050.3
BTERM	metal7	10.07	1018.9	1089.84	1020.3
BTERM	metal7	10.07	988.9	1089.84	990.3
BTERM	metal7	10.07	958.9	1089.84	960.3
BTERM	metal7	10.07	928.9	1089.84	930.3
BTERM	metal7	10.07	898.9	1089.84	900.3
BTERM	metal7	10.07	868.9	1089.84	870.3
BTERM	metal7	10.07	838.9	1089.84	840.3
BTERM	metal7	10.07	808.9	1089.84	810.3
BTERM	metal7	10.07	778.9	1089.84	780.3
BTERM	metal7	10.07	748.9	1089.84	750.3
BTERM	metal7	10.07	718.9	1089.84	720.3
BTERM	metal7	10.07	688.9	1089.84	690.3
BTERM	metal7	10.07	658.9	1089.84	660.3
BTERM	metal7	10.07	628.9	1089.84	630.3
BTERM	metal7	10.07	598.9	1089.84	600.3
BTERM	metal7	10.07	568.9	1089.84	570.3
BTERM	metal7	10.07	538.9	1089.84	540.3
BTERM	metal7	10.07	508.9	1089.84	510.3
BTERM	metal7	10.07	478.9	1089.84	480.3
BTERM	metal7	10.07	448.9	1089.84	450.3
BTERM	metal7	10.07	418.9	1089.84	420.3
BTERM	metal7	10.07	388.9	1089.84	390.3
BTERM	metal7	10.07	358.9	1089.84	360.3
BTERM	metal7	10.07	328.9	1089.84	330.3
BTERM	metal7	10.07	298.9	1089.84	300.3
BTERM	metal7	10.07	268.9	1089.84	270.3
BTERM	metal7	10.07	238.9	1089.84	240.3
BTERM	metal7	10.07	208.9	1089.84	210.3
BTERM	metal7	10.07	178.9	1089.84	180.3
BTERM	metal7	10.07	148.9	1089.84	150.3
BTERM	metal7	10.07	118.9	1089.84	120.3
BTERM	metal7	10.07	88.9	1089.84	90.3
BTERM	metal7	10.07	58.9	1089.84	60.3
BTERM	metal7	10.07	28.9	1089.84	30.3
