id	layer_idx	layer_name	x_um	y_um	v_v	fixed	i_load_a
4385	0	metal5	1064.46	124.135	1.09925	0	0
4386	3	metal4	1064.46	114.135	1.09925	0	0
4387	0	metal5	1064.46	114.135	1.09925	0	0
4388	3	metal4	1059.98	164.135	1.09925	0	0
4389	0	metal5	1059.98	164.135	1.09925	0	0
4390	3	metal4	1059.98	154.135	1.09925	0	0
4391	0	metal5	1059.98	154.135	1.09925	0	0
4392	3	metal4	1059.98	144.135	1.09925	0	0
4393	0	metal5	1059.98	144.135	1.09925	0	0
4394	3	metal4	1059.98	134.135	1.09925	0	0
4395	0	metal5	1059.98	134.135	1.09925	0	0
4396	3	metal4	1059.98	124.135	1.09925	0	0
4397	0	metal5	1059.98	124.135	1.09925	0	0
4398	3	metal4	1059.98	114.135	1.09925	0	0
4399	0	metal5	1059.98	114.135	1.09925	0	0
4400	3	metal4	1055.5	164.135	1.09925	0	0
4401	0	metal5	1055.5	164.135	1.09925	0	0
4402	3	metal4	1055.5	154.135	1.09925	0	0
4403	0	metal5	1055.5	154.135	1.09925	0	0
4404	3	metal4	1055.5	144.135	1.09924	0	0
4405	0	metal5	1055.5	144.135	1.09924	0	0
4406	3	metal4	1055.5	134.135	1.09925	0	0
4407	0	metal5	1055.5	134.135	1.09925	0	0
4408	3	metal4	1055.5	124.135	1.09925	0	0
4409	0	metal5	1055.5	124.135	1.09925	0	0
4410	3	metal4	1055.5	114.135	1.09925	0	0
4411	0	metal5	1055.5	114.135	1.09925	0	0
4412	3	metal4	1051.02	164.135	1.09925	0	0
4413	0	metal5	1051.02	164.135	1.09925	0	0
4414	3	metal4	1051.02	154.135	1.09925	0	0
4415	0	metal5	1051.02	154.135	1.09925	0	0
4416	3	metal4	1051.02	144.135	1.09924	0	0
4417	0	metal5	1051.02	144.135	1.09924	0	0
4418	3	metal4	1051.02	134.135	1.09925	0	0
4419	0	metal5	1051.02	134.135	1.09925	0	0
4420	3	metal4	1051.02	124.135	1.09925	0	0
4421	0	metal5	1051.02	124.135	1.09925	0	0
4422	3	metal4	1051.02	114.135	1.09925	0	0
4423	0	metal5	1051.02	114.135	1.09925	0	0
4424	3	metal4	1046.54	164.135	1.09925	0	0
4425	0	metal5	1046.54	164.135	1.09925	0	0
4426	3	metal4	1046.54	154.135	1.09925	0	0
4427	0	metal5	1046.54	154.135	1.09925	0	0
4428	3	metal4	1046.54	144.135	1.09924	0	0
4429	0	metal5	1046.54	144.135	1.09924	0	0
4430	3	metal4	1046.54	134.135	1.09925	0	0
4431	0	metal5	1046.54	134.135	1.09925	0	0
4432	3	metal4	1046.54	124.135	1.09925	0	0
4433	0	metal5	1046.54	124.135	1.09925	0	0
4434	3	metal4	1046.54	114.135	1.09925	0	0
4435	0	metal5	1046.54	114.135	1.09925	0	0
4436	3	metal4	1042.06	164.135	1.09925	0	0
4437	0	metal5	1042.06	164.135	1.09925	0	0
4438	3	metal4	1042.06	154.135	1.09925	0	0
4439	0	metal5	1042.06	154.135	1.09925	0	0
4440	3	metal4	1042.06	144.135	1.09923	0	0
4441	0	metal5	1042.06	144.135	1.09923	0	0.00141818
4442	3	metal4	1042.06	134.135	1.09925	0	0
4443	0	metal5	1042.06	134.135	1.09925	0	0
4444	3	metal4	1042.06	124.135	1.09925	0	0
4445	0	metal5	1042.06	124.135	1.09925	0	0
4446	3	metal4	1042.06	114.135	1.09925	0	0
4447	0	metal5	1042.06	114.135	1.09925	0	0
4448	3	metal4	1037.58	164.135	1.09925	0	0
4449	0	metal5	1037.58	164.135	1.09925	0	0
4450	3	metal4	1037.58	154.135	1.09925	0	0
4451	0	metal5	1037.58	154.135	1.09925	0	0
4452	3	metal4	1037.58	144.135	1.09924	0	0
4453	0	metal5	1037.58	144.135	1.09924	0	0
4454	3	metal4	1037.58	134.135	1.09925	0	0
4455	0	metal5	1037.58	134.135	1.09925	0	0
4456	3	metal4	1037.58	124.135	1.09925	0	0
4457	0	metal5	1037.58	124.135	1.09925	0	0
4458	3	metal4	1037.58	114.135	1.09925	0	0
4459	0	metal5	1037.58	114.135	1.09925	0	0
4460	3	metal4	1033.1	164.135	1.09925	0	0
4461	0	metal5	1033.1	164.135	1.09925	0	0
4462	3	metal4	1033.1	154.135	1.09925	0	0
4463	0	metal5	1033.1	154.135	1.09925	0	0
4464	3	metal4	1033.1	144.135	1.09924	0	0
4465	0	metal5	1033.1	144.135	1.09924	0	0
4466	3	metal4	1033.1	134.135	1.09925	0	0
4467	0	metal5	1033.1	134.135	1.09925	0	0
4468	3	metal4	1033.1	124.135	1.09925	0	0
4469	0	metal5	1033.1	124.135	1.09925	0	0
4470	3	metal4	1033.1	114.135	1.09925	0	0
4471	0	metal5	1033.1	114.135	1.09925	0	0
4472	3	metal4	1028.62	164.135	1.09925	0	0
4473	0	metal5	1028.62	164.135	1.09925	0	0
4474	3	metal4	1028.62	154.135	1.09925	0	0
4475	0	metal5	1028.62	154.135	1.09925	0	0
4476	3	metal4	1028.62	144.135	1.09924	0	0
4477	0	metal5	1028.62	144.135	1.09924	0	0
4478	3	metal4	1028.62	134.135	1.09925	0	0
4479	0	metal5	1028.62	134.135	1.09925	0	0
4480	3	metal4	1028.62	124.135	1.09925	0	0
4481	0	metal5	1028.62	124.135	1.09925	0	0
4482	3	metal4	1028.62	114.135	1.09925	0	0
4483	0	metal5	1028.62	114.135	1.09925	0	0
4484	3	metal4	1024.14	164.135	1.09925	0	0
4485	0	metal5	1024.14	164.135	1.09925	0	0
4486	3	metal4	1024.14	154.135	1.09925	0	0
4487	0	metal5	1024.14	154.135	1.09925	0	0
4488	3	metal4	1024.14	144.135	1.09925	0	0
4489	0	metal5	1024.14	144.135	1.09925	0	0
4490	3	metal4	1024.14	134.135	1.09925	0	0
4491	0	metal5	1024.14	134.135	1.09925	0	0
4492	3	metal4	1024.14	124.135	1.09925	0	0
4493	0	metal5	1024.14	124.135	1.09925	0	0
4494	3	metal4	1024.14	114.135	1.09925	0	0
4495	0	metal5	1024.14	114.135	1.09925	0	0
4496	3	metal4	1019.66	164.135	1.09925	0	0
4497	0	metal5	1019.66	164.135	1.09925	0	0
4498	3	metal4	1019.66	154.135	1.09925	0	0
4499	0	metal5	1019.66	154.135	1.09925	0	0
4500	3	metal4	1019.66	144.135	1.09925	0	0
4501	0	metal5	1019.66	144.135	1.09925	0	0
4502	3	metal4	1019.66	134.135	1.09925	0	0
4503	0	metal5	1019.66	134.135	1.09925	0	0
4504	3	metal4	1019.66	124.135	1.09925	0	0
4505	0	metal5	1019.66	124.135	1.09925	0	0
4506	3	metal4	1019.66	114.135	1.09925	0	0
4507	0	metal5	1019.66	114.135	1.09925	0	0
4508	3	metal4	1015.18	164.135	1.09925	0	0
4509	0	metal5	1015.18	164.135	1.09925	0	0
4510	3	metal4	1015.18	154.135	1.09925	0	0
4511	0	metal5	1015.18	154.135	1.09925	0	0
4512	3	metal4	1015.18	144.135	1.09925	0	0
4513	0	metal5	1015.18	144.135	1.09925	0	0
4514	3	metal4	1015.18	134.135	1.09925	0	0
4515	0	metal5	1015.18	134.135	1.09925	0	0
4516	3	metal4	1015.18	124.135	1.09925	0	0
4517	0	metal5	1015.18	124.135	1.09925	0	0
4518	3	metal4	1015.18	114.135	1.09926	0	0
4519	0	metal5	1015.18	114.135	1.09926	0	0
4520	3	metal4	1010.7	164.135	1.09925	0	0
4521	0	metal5	1010.7	164.135	1.09925	0	0
4522	3	metal4	1010.7	154.135	1.09925	0	0
4523	0	metal5	1010.7	154.135	1.09925	0	0
4524	3	metal4	1010.7	144.135	1.09925	0	0
4525	0	metal5	1010.7	144.135	1.09925	0	0
4526	3	metal4	1010.7	134.135	1.09925	0	0
4527	0	metal5	1010.7	134.135	1.09925	0	0
4528	3	metal4	1010.7	124.135	1.09925	0	0
4529	0	metal5	1010.7	124.135	1.09925	0	0
4530	3	metal4	1010.7	114.135	1.09926	0	0
4531	0	metal5	1010.7	114.135	1.09926	0	0
4532	3	metal4	1006.22	164.135	1.09925	0	0
4533	0	metal5	1006.22	164.135	1.09925	0	0
4534	3	metal4	1006.22	154.135	1.09925	0	0
4535	0	metal5	1006.22	154.135	1.09925	0	0
4536	3	metal4	1006.22	144.135	1.09925	0	0
4537	0	metal5	1006.22	144.135	1.09925	0	0
4538	3	metal4	1006.22	134.135	1.09925	0	0
4539	0	metal5	1006.22	134.135	1.09925	0	0
4540	3	metal4	1006.22	124.135	1.09925	0	0
4541	0	metal5	1006.22	124.135	1.09925	0	0
4542	3	metal4	1006.22	114.135	1.09926	0	0
4543	0	metal5	1006.22	114.135	1.09926	0	0
4544	1	metal6	1078.18	59.6	1.09939	0	0
4545	2	metal7	1078.18	59.6	1.09939	0	0
4546	1	metal6	1078.18	29.6	1.0994	0	0
4547	2	metal7	1078.18	29.6	1.0994	0	0
4548	1	metal6	1068.18	59.6	1.09939	0	0
4549	2	metal7	1068.18	59.6	1.09939	0	0
4550	1	metal6	1068.18	29.6	1.09939	0	0
4551	2	metal7	1068.18	29.6	1.0994	0	0
4552	1	metal6	1058.18	59.6	1.09938	0	0
4553	2	metal7	1058.18	59.6	1.09938	0	0
4554	1	metal6	1058.18	29.6	1.09939	0	0
4555	2	metal7	1058.18	29.6	1.0994	0	0
4556	1	metal6	1048.18	59.6	1.09938	0	0
4557	2	metal7	1048.18	59.6	1.09938	0	0
4558	1	metal6	1048.18	29.6	1.09939	0	0
4559	2	metal7	1048.18	29.6	1.0994	0	0
4560	1	metal6	1038.18	59.6	1.09938	0	0
4561	2	metal7	1038.18	59.6	1.09938	0	0
4562	1	metal6	1038.18	29.6	1.09939	0	0
4563	2	metal7	1038.18	29.6	1.09939	0	0
4564	1	metal6	1028.18	59.6	1.09938	0	0
4565	2	metal7	1028.18	59.6	1.09938	0	0
4566	1	metal6	1028.18	29.6	1.09939	0	0
4567	2	metal7	1028.18	29.6	1.09939	0	0
4568	1	metal6	1018.18	59.6	1.09938	0	0
4569	2	metal7	1018.18	59.6	1.09938	0	0
4570	1	metal6	1018.18	29.6	1.09939	0	0
4571	2	metal7	1018.18	29.6	1.09939	0	0
4572	1	metal6	1008.18	59.6	1.09938	0	0
4573	2	metal7	1008.18	59.6	1.09938	0	0
4574	1	metal6	1008.18	29.6	1.09939	0	0
4575	2	metal7	1008.18	29.6	1.09939	0	0
4576	0	metal5	1078.18	79.715	1.09938	0	0
4577	1	metal6	1078.18	79.715	1.09939	0	0
4578	0	metal5	1078.18	69.715	1.09938	0	0
4579	1	metal6	1078.18	69.715	1.09939	0	0
4580	0	metal5	1078.18	59.715	1.09938	0	0
4581	1	metal6	1078.18	59.715	1.09939	0	0
4582	0	metal5	1078.18	49.715	1.09939	0	0
4583	1	metal6	1078.18	49.715	1.09939	0	0
4584	0	metal5	1078.18	39.715	1.09939	0	0
4585	1	metal6	1078.18	39.715	1.09939	0	0
4586	0	metal5	1078.18	29.715	1.09939	0	0
4587	1	metal6	1078.18	29.715	1.0994	0	0
4588	0	metal5	1068.18	79.715	1.09938	0	0
4589	1	metal6	1068.18	79.715	1.09938	0	0
4590	0	metal5	1068.18	69.715	1.09938	0	0
4591	1	metal6	1068.18	69.715	1.09938	0	0
4592	0	metal5	1068.18	59.715	1.09938	0	0
4593	1	metal6	1068.18	59.715	1.09939	0	0
4594	0	metal5	1068.18	49.715	1.09939	0	0
4595	1	metal6	1068.18	49.715	1.09939	0	0
4596	0	metal5	1068.18	39.715	1.09939	0	0
4597	1	metal6	1068.18	39.715	1.09939	0	0
4598	0	metal5	1068.18	29.715	1.09939	0	0
4599	1	metal6	1068.18	29.715	1.09939	0	0
4600	0	metal5	1058.18	79.715	1.09938	0	0
4601	1	metal6	1058.18	79.715	1.09938	0	0
4602	0	metal5	1058.18	69.715	1.09938	0	0
4603	1	metal6	1058.18	69.715	1.09938	0	0
4604	0	metal5	1058.18	59.715	1.09938	0	0
4605	1	metal6	1058.18	59.715	1.09938	0	0
4606	0	metal5	1058.18	49.715	1.09939	0	0
4607	1	metal6	1058.18	49.715	1.09939	0	0
4608	0	metal5	1058.18	39.715	1.09939	0	0
4609	1	metal6	1058.18	39.715	1.09939	0	0
4610	0	metal5	1058.18	29.715	1.09939	0	0
4611	1	metal6	1058.18	29.715	1.09939	0	0
4612	0	metal5	1048.18	79.715	1.09938	0	0
4613	1	metal6	1048.18	79.715	1.09938	0	0
4614	0	metal5	1048.18	69.715	1.09938	0	0
4615	1	metal6	1048.18	69.715	1.09938	0	0
4616	0	metal5	1048.18	59.715	1.09937	0	0
4617	1	metal6	1048.18	59.715	1.09938	0	0
4618	0	metal5	1048.18	49.715	1.09938	0	0
4619	1	metal6	1048.18	49.715	1.09938	0	0
4620	0	metal5	1048.18	39.715	1.09939	0	0
4621	1	metal6	1048.18	39.715	1.09939	0	0
4622	0	metal5	1048.18	29.715	1.09939	0	0
4623	1	metal6	1048.18	29.715	1.09939	0	0
4624	0	metal5	1038.18	79.715	1.09938	0	0
4625	1	metal6	1038.18	79.715	1.09938	0	0
4626	0	metal5	1038.18	69.715	1.09938	0	0
4627	1	metal6	1038.18	69.715	1.09938	0	0
4628	0	metal5	1038.18	59.715	1.09937	0	0
4629	1	metal6	1038.18	59.715	1.09938	0	0
4630	0	metal5	1038.18	49.715	1.09938	0	0
4631	1	metal6	1038.18	49.715	1.09938	0	0
4632	0	metal5	1038.18	39.715	1.09939	0	0
4633	1	metal6	1038.18	39.715	1.09939	0	0
4634	0	metal5	1038.18	29.715	1.09939	0	0
4635	1	metal6	1038.18	29.715	1.09939	0	0
4636	0	metal5	1028.18	79.715	1.09938	0	0
4637	1	metal6	1028.18	79.715	1.09938	0	0
4638	0	metal5	1028.18	69.715	1.09938	0	0
4639	1	metal6	1028.18	69.715	1.09938	0	0
4640	0	metal5	1028.18	59.715	1.09937	0	0
4641	1	metal6	1028.18	59.715	1.09938	0	0
4642	0	metal5	1028.18	49.715	1.09938	0	0
4643	1	metal6	1028.18	49.715	1.09938	0	0
4644	0	metal5	1028.18	39.715	1.09939	0	0
4645	1	metal6	1028.18	39.715	1.09939	0	0
4646	0	metal5	1028.18	29.715	1.09939	0	0
4647	1	metal6	1028.18	29.715	1.09939	0	0
4648	0	metal5	1018.18	79.715	1.09938	0	0
4649	1	metal6	1018.18	79.715	1.09938	0	0
4650	0	metal5	1018.18	69.715	1.09938	0	0
4651	1	metal6	1018.18	69.715	1.09938	0	0
4652	0	metal5	1018.18	59.715	1.09938	0	0
4653	1	metal6	1018.18	59.715	1.09938	0	0
4654	0	metal5	1018.18	49.715	1.09938	0	0
4655	1	metal6	1018.18	49.715	1.09938	0	0
4656	0	metal5	1018.18	39.715	1.09939	0	0
4657	1	metal6	1018.18	39.715	1.09939	0	0
4658	0	metal5	1018.18	29.715	1.09939	0	0
4659	1	metal6	1018.18	29.715	1.09939	0	0
4660	0	metal5	1008.18	79.715	1.09938	0	0
4661	1	metal6	1008.18	79.715	1.09938	0	0
4662	0	metal5	1008.18	69.715	1.09938	0	0
4663	1	metal6	1008.18	69.715	1.09938	0	0
4664	0	metal5	1008.18	59.715	1.09938	0	0
4665	1	metal6	1008.18	59.715	1.09938	0	0
4666	0	metal5	1008.18	49.715	1.09938	0	0
4667	1	metal6	1008.18	49.715	1.09938	0	0
4668	0	metal5	1008.18	39.715	1.09939	0	0
4669	1	metal6	1008.18	39.715	1.09938	0	0
4670	0	metal5	1008.18	29.715	1.09939	0	0
4671	1	metal6	1008.18	29.715	1.09939	0	0
4672	3	metal4	1073.42	79.715	1.09938	0	0
4673	0	metal5	1073.42	79.715	1.09938	0	0
4674	3	metal4	1073.42	69.715	1.09938	0	0
4675	0	metal5	1073.42	69.715	1.09938	0	0
4676	3	metal4	1073.42	59.715	1.09938	0	0
4677	0	metal5	1073.42	59.715	1.09938	0	0
4678	3	metal4	1073.42	49.715	1.09939	0	0
4679	0	metal5	1073.42	49.715	1.09939	0	0
4680	3	metal4	1073.42	39.715	1.09939	0	0
4681	0	metal5	1073.42	39.715	1.09939	0	0
4682	3	metal4	1073.42	29.715	1.09939	0	0
4683	0	metal5	1073.42	29.715	1.09939	0	0
4684	3	metal4	1068.94	79.715	1.09938	0	0
4685	0	metal5	1068.94	79.715	1.09938	0	0
4686	3	metal4	1068.94	69.715	1.09938	0	0
4687	0	metal5	1068.94	69.715	1.09938	0	0
4688	3	metal4	1068.94	59.715	1.09938	0	0
4689	0	metal5	1068.94	59.715	1.09938	0	0
4690	3	metal4	1068.94	49.715	1.09939	0	0
4691	0	metal5	1068.94	49.715	1.09939	0	0
4692	3	metal4	1068.94	39.715	1.09939	0	0
4693	0	metal5	1068.94	39.715	1.09939	0	0
4694	3	metal4	1068.94	29.715	1.09939	0	0
4695	0	metal5	1068.94	29.715	1.09939	0	0
4696	3	metal4	1064.46	79.715	1.09938	0	0
4697	0	metal5	1064.46	79.715	1.09938	0	0
4698	3	metal4	1064.46	69.715	1.09938	0	0
4699	0	metal5	1064.46	69.715	1.09938	0	0
4700	3	metal4	1064.46	59.715	1.09938	0	0
4701	0	metal5	1064.46	59.715	1.09938	0	0
4702	3	metal4	1064.46	49.715	1.09939	0	0
4703	0	metal5	1064.46	49.715	1.09939	0	0
4704	3	metal4	1064.46	39.715	1.09939	0	0
4705	0	metal5	1064.46	39.715	1.09939	0	0
4706	3	metal4	1064.46	29.715	1.09939	0	0
4707	0	metal5	1064.46	29.715	1.09939	0	0
4708	3	metal4	1059.98	79.715	1.09938	0	0
4709	0	metal5	1059.98	79.715	1.09938	0	0
4710	3	metal4	1059.98	69.715	1.09938	0	0
4711	0	metal5	1059.98	69.715	1.09938	0	0
4712	3	metal4	1059.98	59.715	1.09938	0	0
4713	0	metal5	1059.98	59.715	1.09938	0	0
4714	3	metal4	1059.98	49.715	1.09939	0	0
4715	0	metal5	1059.98	49.715	1.09939	0	0
4716	3	metal4	1059.98	39.715	1.09939	0	0
4717	0	metal5	1059.98	39.715	1.09939	0	0
4718	3	metal4	1059.98	29.715	1.09939	0	0
4719	0	metal5	1059.98	29.715	1.09939	0	0
4720	3	metal4	1055.5	79.715	1.09938	0	0
4721	0	metal5	1055.5	79.715	1.09938	0	0
4722	3	metal4	1055.5	69.715	1.09938	0	0
4723	0	metal5	1055.5	69.715	1.09938	0	0
4724	3	metal4	1055.5	59.715	1.09938	0	0
4725	0	metal5	1055.5	59.715	1.09938	0	0
4726	3	metal4	1055.5	49.715	1.09939	0	0
4727	0	metal5	1055.5	49.715	1.09939	0	0
4728	3	metal4	1055.5	39.715	1.09939	0	0
4729	0	metal5	1055.5	39.715	1.09939	0	0
4730	3	metal4	1055.5	29.715	1.09939	0	0
4731	0	metal5	1055.5	29.715	1.09939	0	0
4732	3	metal4	1051.02	79.715	1.09938	0	0
4733	0	metal5	1051.02	79.715	1.09938	0	0
4734	3	metal4	1051.02	69.715	1.09938	0	0
4735	0	metal5	1051.02	69.715	1.09938	0	0
4736	3	metal4	1051.02	59.715	1.09937	0	0
4737	0	metal5	1051.02	59.715	1.09937	0	0
4738	3	metal4	1051.02	49.715	1.09939	0	0
4739	0	metal5	1051.02	49.715	1.09939	0	0
4740	3	metal4	1051.02	39.715	1.09939	0	0
4741	0	metal5	1051.02	39.715	1.09939	0	0
4742	3	metal4	1051.02	29.715	1.09939	0	0
4743	0	metal5	1051.02	29.715	1.09939	0	0
4744	3	metal4	1046.54	79.715	1.09938	0	0
4745	0	metal5	1046.54	79.715	1.09938	0	0
4746	3	metal4	1046.54	69.715	1.09938	0	0
4747	0	metal5	1046.54	69.715	1.09938	0	0
4748	3	metal4	1046.54	59.715	1.09937	0	0
4749	0	metal5	1046.54	59.715	1.09937	0	0
4750	3	metal4	1046.54	49.715	1.09938	0	0
4751	0	metal5	1046.54	49.715	1.09938	0	0
4752	3	metal4	1046.54	39.715	1.09939	0	0
4753	0	metal5	1046.54	39.715	1.09939	0	0
4754	3	metal4	1046.54	29.715	1.09939	0	0
4755	0	metal5	1046.54	29.715	1.09939	0	0
4756	3	metal4	1042.06	79.715	1.09938	0	0
4757	0	metal5	1042.06	79.715	1.09938	0	0
4758	3	metal4	1042.06	69.715	1.09938	0	0
4759	0	metal5	1042.06	69.715	1.09938	0	0
4760	3	metal4	1042.06	59.715	1.09936	0	0
4761	0	metal5	1042.06	59.715	1.09936	0	0.00141818
4762	3	metal4	1042.06	49.715	1.09938	0	0
4763	0	metal5	1042.06	49.715	1.09938	0	0
4764	3	metal4	1042.06	39.715	1.09939	0	0
4765	0	metal5	1042.06	39.715	1.09939	0	0
4766	3	metal4	1042.06	29.715	1.09939	0	0
4767	0	metal5	1042.06	29.715	1.09939	0	0
4768	3	metal4	1037.58	79.715	1.09938	0	0
4769	0	metal5	1037.58	79.715	1.09938	0	0
4770	3	metal4	1037.58	69.715	1.09938	0	0
4771	0	metal5	1037.58	69.715	1.09938	0	0
4772	3	metal4	1037.58	59.715	1.09937	0	0
4773	0	metal5	1037.58	59.715	1.09937	0	0
4774	3	metal4	1037.58	49.715	1.09938	0	0
4775	0	metal5	1037.58	49.715	1.09938	0	0
4776	3	metal4	1037.58	39.715	1.09939	0	0
4777	0	metal5	1037.58	39.715	1.09939	0	0
4778	3	metal4	1037.58	29.715	1.09939	0	0
4779	0	metal5	1037.58	29.715	1.09939	0	0
4780	3	metal4	1033.1	79.715	1.09938	0	0
4781	0	metal5	1033.1	79.715	1.09938	0	0
4782	3	metal4	1033.1	69.715	1.09938	0	0
4783	0	metal5	1033.1	69.715	1.09938	0	0
4784	3	metal4	1033.1	59.715	1.09937	0	0
4785	0	metal5	1033.1	59.715	1.09937	0	0
4786	3	metal4	1033.1	49.715	1.09938	0	0
4787	0	metal5	1033.1	49.715	1.09938	0	0
4788	3	metal4	1033.1	39.715	1.09939	0	0
4789	0	metal5	1033.1	39.715	1.09939	0	0
4790	3	metal4	1033.1	29.715	1.09939	0	0
4791	0	metal5	1033.1	29.715	1.09939	0	0
4792	3	metal4	1028.62	79.715	1.09938	0	0
4793	0	metal5	1028.62	79.715	1.09938	0	0
4794	3	metal4	1028.62	69.715	1.09938	0	0
4795	0	metal5	1028.62	69.715	1.09938	0	0
4796	3	metal4	1028.62	59.715	1.09937	0	0
4797	0	metal5	1028.62	59.715	1.09937	0	0
4798	3	metal4	1028.62	49.715	1.09938	0	0
4799	0	metal5	1028.62	49.715	1.09938	0	0
4800	3	metal4	1028.62	39.715	1.09939	0	0
4801	0	metal5	1028.62	39.715	1.09939	0	0
4802	3	metal4	1028.62	29.715	1.09939	0	0
4803	0	metal5	1028.62	29.715	1.09939	0	0
4804	3	metal4	1024.14	79.715	1.09938	0	0
4805	0	metal5	1024.14	79.715	1.09938	0	0
4806	3	metal4	1024.14	69.715	1.09938	0	0
4807	0	metal5	1024.14	69.715	1.09938	0	0
4808	3	metal4	1024.14	59.715	1.09938	0	0
4809	0	metal5	1024.14	59.715	1.09938	0	0
4810	3	metal4	1024.14	49.715	1.09938	0	0
4811	0	metal5	1024.14	49.715	1.09938	0	0
4812	3	metal4	1024.14	39.715	1.09939	0	0
4813	0	metal5	1024.14	39.715	1.09939	0	0
4814	3	metal4	1024.14	29.715	1.09939	0	0
4815	0	metal5	1024.14	29.715	1.09939	0	0
4816	3	metal4	1019.66	79.715	1.09938	0	0
4817	0	metal5	1019.66	79.715	1.09938	0	0
4818	3	metal4	1019.66	69.715	1.09938	0	0
4819	0	metal5	1019.66	69.715	1.09938	0	0
4820	3	metal4	1019.66	59.715	1.09938	0	0
4821	0	metal5	1019.66	59.715	1.09938	0	0
4822	3	metal4	1019.66	49.715	1.09938	0	0
4823	0	metal5	1019.66	49.715	1.09938	0	0
4824	3	metal4	1019.66	39.715	1.09939	0	0
4825	0	metal5	1019.66	39.715	1.09939	0	0
4826	3	metal4	1019.66	29.715	1.09939	0	0
4827	0	metal5	1019.66	29.715	1.09939	0	0
4828	3	metal4	1015.18	79.715	1.09938	0	0
4829	0	metal5	1015.18	79.715	1.09938	0	0
4830	3	metal4	1015.18	69.715	1.09938	0	0
4831	0	metal5	1015.18	69.715	1.09938	0	0
4832	3	metal4	1015.18	59.715	1.09938	0	0
4833	0	metal5	1015.18	59.715	1.09938	0	0
4834	3	metal4	1015.18	49.715	1.09938	0	0
4835	0	metal5	1015.18	49.715	1.09938	0	0
4836	3	metal4	1015.18	39.715	1.09939	0	0
4837	0	metal5	1015.18	39.715	1.09939	0	0
4838	3	metal4	1015.18	29.715	1.09939	0	0
4839	0	metal5	1015.18	29.715	1.09939	0	0
4840	3	metal4	1010.7	79.715	1.09938	0	0
4841	0	metal5	1010.7	79.715	1.09938	0	0
4842	3	metal4	1010.7	69.715	1.09938	0	0
4843	0	metal5	1010.7	69.715	1.09938	0	0
4844	3	metal4	1010.7	59.715	1.09938	0	0
4845	0	metal5	1010.7	59.715	1.09938	0	0
4846	3	metal4	1010.7	49.715	1.09938	0	0
4847	0	metal5	1010.7	49.715	1.09938	0	0
4848	3	metal4	1010.7	39.715	1.09939	0	0
4849	0	metal5	1010.7	39.715	1.09939	0	0
4850	3	metal4	1010.7	29.715	1.09939	0	0
4851	0	metal5	1010.7	29.715	1.09939	0	0
4852	3	metal4	1006.22	79.715	1.09938	0	0
4853	0	metal5	1006.22	79.715	1.09938	0	0
4854	3	metal4	1006.22	69.715	1.09938	0	0
4855	0	metal5	1006.22	69.715	1.09938	0	0
4856	3	metal4	1006.22	59.715	1.09938	0	0
4857	0	metal5	1006.22	59.715	1.09938	0	0
4858	3	metal4	1006.22	49.715	1.09938	0	0
4859	0	metal5	1006.22	49.715	1.09938	0	0
4860	3	metal4	1006.22	39.715	1.09939	0	0
4861	0	metal5	1006.22	39.715	1.09939	0	0
4862	3	metal4	1006.22	29.715	1.09939	0	0
4863	0	metal5	1006.22	29.715	1.09939	0	0
4864	1	metal6	1078.18	959.6	1.09926	0	0
4865	2	metal7	1078.18	959.6	1.09927	0	0
4866	1	metal6	1078.18	929.6	1.09926	0	0
4867	2	metal7	1078.18	929.6	1.09926	0	0
4868	1	metal6	1068.18	959.6	1.09926	0	0
4869	2	metal7	1068.18	959.6	1.09927	0	0
4870	1	metal6	1068.18	929.6	1.09926	0	0
4871	2	metal7	1068.18	929.6	1.09926	0	0
4872	1	metal6	1058.18	959.6	1.09926	0	0
4873	2	metal7	1058.18	959.6	1.09927	0	0
4874	1	metal6	1058.18	929.6	1.09926	0	0
4875	2	metal7	1058.18	929.6	1.09926	0	0
4876	1	metal6	1048.18	959.6	1.09926	0	0
4877	2	metal7	1048.18	959.6	1.09927	0	0
4878	1	metal6	1048.18	929.6	1.09926	0	0
4879	2	metal7	1048.18	929.6	1.09926	0	0
4880	1	metal6	1038.18	959.6	1.09926	0	0
4881	2	metal7	1038.18	959.6	1.09927	0	0
4882	1	metal6	1038.18	929.6	1.09926	0	0
4883	2	metal7	1038.18	929.6	1.09926	0	0
4884	1	metal6	1028.18	959.6	1.09926	0	0
4885	2	metal7	1028.18	959.6	1.09927	0	0
4886	1	metal6	1028.18	929.6	1.09926	0	0
4887	2	metal7	1028.18	929.6	1.09926	0	0
4888	1	metal6	1018.18	959.6	1.09927	0	0
4889	2	metal7	1018.18	959.6	1.09927	0	0
4890	1	metal6	1018.18	929.6	1.09926	0	0
4891	2	metal7	1018.18	929.6	1.09927	0	0
4892	1	metal6	1008.18	959.6	1.09927	0	0
4893	2	metal7	1008.18	959.6	1.09928	0	0
4894	1	metal6	1008.18	929.6	1.09926	0	0
4895	2	metal7	1008.18	929.6	1.09927	0	0
4896	0	metal5	1078.18	976.485	1.09926	0	0
4897	1	metal6	1078.18	976.485	1.09926	0	0
4898	0	metal5	1078.18	966.485	1.09926	0	0
4899	1	metal6	1078.18	966.485	1.09926	0	0
