layer	ix	iy	x_um	y_um	i_soft_A	i_hard_A	i_total_A	v_V	is_vsrc
metal4	2	176	96.07	467.6	0	0	0	1.09714	0
metal4	3	176	108.455	467.6	0	0	0	1.09683	0
metal4	4	176	109.295	467.6	0	0	0	1.0968	0
metal4	5	176	152.07	467.6	0	0	0	1.09573	0
metal4	6	176	208.07	467.6	0	0	0	1.09456	0
metal4	7	176	264.07	467.6	0	0	0	1.0936	0
metal4	8	176	320.07	467.6	0	0	0	1.09281	0
metal4	9	176	376.07	467.6	0	0	0	1.09219	0
metal4	10	176	432.07	467.6	0	0	0	1.09191	0
metal4	11	176	488.07	467.6	0	0	0	1.09194	0
metal4	12	176	544.07	467.6	0	0	0	1.09239	0
metal4	13	176	600.07	467.6	0	0	0	1.09279	0
metal4	14	176	656.07	467.6	0	0	0	1.09327	0
metal4	15	176	712.07	467.6	0	0	0	1.09384	0
metal4	16	176	768.07	467.6	0	0	0	1.09452	0
metal4	17	176	824.07	467.6	0	0	0	1.09531	0
metal4	18	176	880.07	467.6	0	0	0	1.09622	0
metal4	19	176	936.07	467.6	0	0	0	1.09717	0
metal4	20	176	992.07	467.6	0	0	0	1.09816	0
metal4	21	176	1048.07	467.6	0	0	0	1.09917	0
metal4	22	176	1086.21	467.6	0	0	0	1.09989	0
metal4	0	177	14.095	470.4	0	0	0	1.09983	0
metal4	1	177	40.07	470.4	0	0	0	1.09893	0
metal4	2	177	96.07	470.4	0	0	0	1.09714	0
metal4	3	177	108.455	470.4	0	0	0	1.09683	0
metal4	4	177	109.295	470.4	0	0	0	1.09681	0
metal4	5	177	152.07	470.4	0	0	0	1.09573	0
metal4	6	177	208.07	470.4	0	0	0	1.09456	0
metal4	7	177	264.07	470.4	0	0	0	1.09359	0
metal4	8	177	320.07	470.4	0	0	0	1.0928	0
metal4	9	177	376.07	470.4	0	0	0	1.09218	0
metal4	10	177	432.07	470.4	0	0	0	1.09189	0
metal4	11	177	488.07	470.4	0	0	0	1.09192	0
metal4	12	177	544.07	470.4	0	0	0	1.09235	0
metal4	13	177	600.07	470.4	0	0	0	1.09274	0
metal4	14	177	656.07	470.4	0	0	0	1.09322	0
metal4	15	177	712.07	470.4	0	0	0	1.09381	0
metal4	16	177	768.07	470.4	0	0	0	1.09449	0
metal4	17	177	824.07	470.4	0	0	0	1.09528	0
metal4	18	177	880.07	470.4	0	0	0	1.0962	0
metal4	19	177	936.07	470.4	0	0	0	1.09715	0
metal4	20	177	992.07	470.4	0	0	0	1.09815	0
metal4	21	177	1048.07	470.4	0	0	0	1.09917	0
metal4	22	177	1086.21	470.4	0	0	0	1.0999	0
metal4	0	178	14.095	473.2	0	0	0	1.09987	0
metal4	1	178	40.07	473.2	0	0	0	1.09896	0
metal4	2	178	96.07	473.2	0	0	0	1.09716	0
metal4	3	178	108.455	473.2	0	0	0	1.09684	0
metal4	4	178	109.295	473.2	0	0	0	1.09682	0
metal4	5	178	152.07	473.2	0	0	0	1.09575	0
metal4	6	178	208.07	473.2	0	0	0	1.09457	0
metal4	7	178	264.07	473.2	0	0	0	1.09359	0
metal4	8	178	320.07	473.2	0	0	0	1.0928	0
metal4	9	178	376.07	473.2	0	0	0	1.09219	0
metal4	10	178	432.07	473.2	0	0	0	1.0919	0
metal4	11	178	488.07	473.2	0	0	0	1.09192	0
metal4	12	178	544.07	473.2	0	0	0	1.09232	0
metal4	13	178	600.07	473.2	0	0	0	1.09271	0
metal4	14	178	656.07	473.2	0	0	0	1.09319	0
metal4	15	178	712.07	473.2	0	0	0	1.09378	0
metal4	16	178	768.07	473.2	0	0	0	1.09447	0
metal4	17	178	824.07	473.2	0	0	0	1.09526	0
metal4	18	178	880.07	473.2	0	0	0	1.09618	0
metal4	19	178	936.07	473.2	0	0	0	1.09714	0
metal4	20	178	992.07	473.2	0	0	0	1.09815	0
metal4	21	178	1048.07	473.2	0	0	0	1.09918	0
metal4	22	178	1086.21	473.2	0	0	0	1.09992	0
metal4	0	179	14.095	476	0	0	0	1.09992	0
metal4	1	179	40.07	476	0	0	0	1.099	0
metal4	2	179	96.07	476	0	0	0	1.0972	0
metal4	3	179	108.455	476	0	0	0	1.09686	0
metal4	4	179	109.295	476	0	0	0	1.09684	0
metal4	5	179	152.07	476	0	0	0	1.09578	0
metal4	6	179	208.07	476	0	0	0	1.09459	0
metal4	7	179	264.07	476	0	0	0	1.09361	0
metal4	8	179	320.07	476	0	0	0	1.09282	0
metal4	9	179	376.07	476	0	0	0	1.09222	0
metal4	10	179	432.07	476	0	0	0	1.09193	0
metal4	11	179	488.07	476	0	0	0	1.09194	0
metal4	12	179	544.07	476	0	0	0	1.09229	0
metal4	13	179	600.07	476	0	0	0	1.09268	0
metal4	14	179	656.07	476	0	0	0	1.09316	0
metal4	15	179	712.07	476	0	0	0	1.09375	0
metal4	16	179	768.07	476	0	0	0	1.09445	0
metal4	17	179	824.07	476	0	0	0	1.09525	0
metal4	18	179	880.07	476	0	0	0	1.09617	0
metal4	19	179	936.07	476	0	0	0	1.09713	0
metal4	20	179	992.07	476	0	0	0	1.09814	0
metal4	21	179	1048.07	476	0	0	0	1.09919	0
metal4	22	179	1086.21	476	0	0	0	1.09995	0
metal4	0	180	14.095	478.8	0	0	0	1.09998	0
metal4	1	180	40.07	478.8	0	0	0	1.09906	0
metal4	2	180	96.07	478.8	0	0	0	1.09725	0
metal4	3	180	108.455	478.8	0	0	0	1.09689	0
metal4	4	180	109.295	478.8	0	0	0	1.09687	0
metal4	5	180	152.07	478.8	0	0	0	1.09582	0
metal4	6	180	208.07	478.8	0	0	0	1.09463	0
metal4	7	180	264.07	478.8	0	0	0	1.09365	0
metal4	8	180	320.07	478.8	0	0	0	1.09286	0
metal4	9	180	376.07	478.8	0	0	0	1.09227	0
metal4	10	180	432.07	478.8	0	0	0	1.09198	0
metal4	11	180	488.07	478.8	0	0	0	1.09198	0
metal4	12	180	544.07	478.8	0	0	0	1.09227	0
metal4	13	180	600.07	478.8	0	0	0	1.09266	0
metal4	14	180	656.07	478.8	0	0	0	1.09314	0
metal4	15	180	712.07	478.8	0	0	0	1.09373	0
metal4	16	180	768.07	478.8	0	0	0	1.09443	0
metal4	17	180	824.07	478.8	0	0	0	1.09524	0
metal4	18	180	880.07	478.8	0	0	0	1.09615	0
metal4	19	180	936.07	478.8	0	0	0	1.09712	0
metal4	20	180	992.07	478.8	0	0	0	1.09815	0
metal4	21	180	1048.07	478.8	0	0	0	1.09921	0
metal4	22	180	1086.21	478.8	0	0	0	1.09999	0
metal4	0	181	14.095	479.6	0	0	0	1.1	0
metal4	1	181	40.07	479.6	0	0	0	1.09908	0
metal4	2	181	96.07	479.6	0	0	0	1.09727	0
metal4	3	181	108.455	479.6	0	0	0	1.09691	0
metal4	4	181	109.295	479.6	0	0	0	1.09688	0
metal4	5	181	152.07	479.6	0	0	0	1.09584	0
metal4	6	181	208.07	479.6	0	0	0	1.09465	0
metal4	7	181	264.07	479.6	0	0	0	1.09366	0
metal4	8	181	320.07	479.6	0	0	0	1.09287	0
metal4	9	181	376.07	479.6	0	0	0	1.09229	0
metal4	10	181	432.07	479.6	0	0	0	1.092	0
metal4	11	181	488.07	479.6	0	0	0	1.092	0
metal4	12	181	544.07	479.6	0	0	0	1.09227	0
metal4	13	181	600.07	479.6	0	0	0	1.09265	0
metal4	14	181	656.07	479.6	0	0	0	1.09314	0
metal4	15	181	712.07	479.6	0	0	0	1.09373	0
metal4	16	181	768.07	479.6	0	0	0	1.09443	0
metal4	17	181	824.07	479.6	0	0	0	1.09524	0
metal4	18	181	880.07	479.6	0	0	0	1.09615	0
metal4	19	181	936.07	479.6	0	0	0	1.09712	0
metal4	20	181	992.07	479.6	0	0	0	1.09815	0
metal4	21	181	1048.07	479.6	0	0	0	1.09922	0
metal4	22	181	1086.21	479.6	0	0	0	1.1	0
metal4	0	182	14.095	481.6	0	0	0	1.09995	0
metal4	1	182	40.07	481.6	0	0	0	1.09903	0
metal4	2	182	96.07	481.6	0	0	0	1.09721	0
metal4	3	182	108.455	481.6	0	0	0	1.09686	0
metal4	4	182	109.295	481.6	0	0	0	1.09684	0
metal4	5	182	152.07	481.6	0	0	0	1.09577	0
metal4	6	182	208.07	481.6	0	0	0	1.09458	0
metal4	7	182	264.07	481.6	0	0	0	1.09359	0
metal4	8	182	320.07	481.6	0	0	0	1.09279	0
metal4	9	182	376.07	481.6	0	0	0	1.09219	0
metal4	10	182	432.07	481.6	0	0	0	1.09189	0
metal4	11	182	488.07	481.6	0	0	0	1.09189	0
metal4	12	182	544.07	481.6	0	0	0	1.0922	0
metal4	13	182	600.07	481.6	0	0	0	1.09258	0
metal4	14	182	656.07	481.6	0	0	0	1.09307	0
metal4	15	182	712.07	481.6	0	0	0	1.09366	0
metal4	16	182	768.07	481.6	0	0	0	1.09437	0
metal4	17	182	824.07	481.6	0	0	0	1.09519	0
metal4	18	182	880.07	481.6	0	0	0	1.09611	0
metal4	19	182	936.07	481.6	0	0	0	1.09709	0
metal4	20	182	992.07	481.6	0	0	0	1.09812	0
metal4	21	182	1048.07	481.6	0	0	0	1.09919	0
metal4	22	182	1086.21	481.6	0	0	0	1.09997	0
metal4	0	183	14.095	484.4	0	0	0	1.09989	0
metal4	1	183	40.07	484.4	0	0	0	1.09897	0
metal4	2	183	96.07	484.4	0	0	0	1.09714	0
metal4	3	183	108.455	484.4	0	0	0	1.09681	0
metal4	4	183	109.295	484.4	0	0	0	1.09678	0
metal4	5	183	152.07	484.4	0	0	0	1.0957	0
metal4	6	183	208.07	484.4	0	0	0	1.09449	0
metal4	7	183	264.07	484.4	0	0	0	1.09349	0
metal4	8	183	320.07	484.4	0	0	0	1.09268	0
metal4	9	183	376.07	484.4	0	0	0	1.09205	0
metal4	10	183	432.07	484.4	0	0	0	1.09175	0
metal4	11	183	488.07	484.4	0	0	0	1.09175	0
metal4	12	183	544.07	484.4	0	0	0	1.09211	0
metal4	13	183	600.07	484.4	0	0	0	1.09249	0
metal4	14	183	656.07	484.4	0	0	0	1.09297	0
metal4	15	183	712.07	484.4	0	0	0	1.09357	0
metal4	16	183	768.07	484.4	0	0	0	1.09428	0
metal4	17	183	824.07	484.4	0	0	0	1.09511	0
metal4	18	183	880.07	484.4	0	0	0	1.09606	0
metal4	19	183	936.07	484.4	0	0	0	1.09705	0
metal4	20	183	992.07	484.4	0	0	0	1.09809	0
metal4	21	183	1048.07	484.4	0	0	0	1.09916	0
metal4	22	183	1086.21	484.4	0	0	0	1.09994	0
metal4	0	184	14.095	487.2	0	0	0	1.09985	0
metal4	1	184	40.07	487.2	0	0	0	1.09893	0
metal4	2	184	96.07	487.2	0	0	0	1.09709	0
metal4	3	184	108.455	487.2	0	0	0	1.09676	0
metal4	4	184	109.295	487.2	0	0	0	1.09674	0
metal4	5	184	152.07	487.2	0	0	0	1.09564	0
metal4	6	184	208.07	487.2	0	0	0	1.09442	0
metal4	7	184	264.07	487.2	0	0	0	1.09341	0
metal4	8	184	320.07	487.2	0	0	0	1.09259	0
metal4	9	184	376.07	487.2	0	0	0	1.09194	0
metal4	10	184	432.07	487.2	0	0	0	1.09163	0
metal4	11	184	488.07	487.2	0	0	0	1.09163	0
metal4	12	184	544.07	487.2	0	0	0	1.09202	0
metal4	13	184	600.07	487.2	0	0	0	1.0924	0
metal4	14	184	656.07	487.2	0	0	0	1.09288	0
metal4	15	184	712.07	487.2	0	0	0	1.09348	0
metal4	16	184	768.07	487.2	0	0	0	1.0942	0
metal4	17	184	824.07	487.2	0	0	0	1.09504	0
metal4	18	184	880.07	487.2	0	0	0	1.09601	0
metal4	19	184	936.07	487.2	0	0	0	1.09701	0
metal4	20	184	992.07	487.2	0	0	0	1.09807	0
metal4	21	184	1048.07	487.2	0	0	0	1.09914	0
metal4	22	184	1086.21	487.2	0	0	0	1.09991	0
metal4	0	185	14.095	490	0	0	0	1.09982	0
metal4	1	185	40.07	490	0	0	0	1.0989	0
metal4	2	185	96.07	490	0	0	0	1.09705	0
metal4	3	185	108.455	490	0	0	0	1.09673	0
metal4	4	185	109.295	490	0	0	0	1.09671	0
metal4	5	185	152.07	490	0	0	0	1.09559	0
metal4	6	185	208.07	490	0	0	0	1.09437	0
metal4	7	185	264.07	490	0	0	0	1.09335	0
metal4	8	185	320.07	490	0	0	0	1.09252	0
metal4	9	185	376.07	490	0	0	0	1.09186	0
metal4	10	185	432.07	490	0	0	0	1.09154	0
metal4	11	185	488.07	490	0	0	0	1.09153	0
metal4	12	185	544.07	490	0	0	0	1.09194	0
metal4	13	185	600.07	490	0	0	0	1.09232	0
metal4	14	185	656.07	490	0	0	0	1.0928	0
metal4	15	185	712.07	490	0	0	0	1.0934	0
metal4	16	185	768.07	490	0	0	0	1.09412	0
metal4	17	185	824.07	490	0	0	0	1.09498	0
metal4	18	185	880.07	490	0	0	0	1.09597	0
metal4	19	185	936.07	490	0	0	0	1.09698	0
metal4	20	185	992.07	490	0	0	0	1.09804	0
metal4	21	185	1048.07	490	0	0	0	1.09912	0
metal4	22	185	1086.21	490	0	0	0	1.09989	0
metal4	0	186	14.095	492.8	0	0	0	1.0998	0
metal4	1	186	40.07	492.8	0	0	0	1.09888	0
metal4	2	186	96.07	492.8	0	0	0	1.09703	0
metal4	3	186	108.455	492.8	0	0	0	1.09671	0
metal4	4	186	109.295	492.8	0	0	0	1.09668	0
metal4	5	186	152.07	492.8	0	0	0	1.09556	0
metal4	6	186	208.07	492.8	0	0	0	1.09433	0
metal4	7	186	264.07	492.8	0	0	0	1.09331	0
metal4	8	186	320.07	492.8	0	0	0	1.09247	0
metal4	9	186	376.07	492.8	0	0	0	1.09179	0
metal4	10	186	432.07	492.8	0	0	0	1.09147	0
metal4	11	186	488.07	492.8	0	0	0	1.09145	0
metal4	12	186	544.07	492.8	0	0	0	1.09187	0
metal4	13	186	600.07	492.8	0	0	0	1.09225	0
metal4	14	186	656.07	492.8	0	0	0	1.09273	0
metal4	15	186	712.07	492.8	0	0	0	1.09333	0
metal4	16	186	768.07	492.8	0	0	0	1.09406	0
metal4	17	186	824.07	492.8	0	0	0	1.09492	0
metal4	18	186	880.07	492.8	0	0	0	1.09592	0
metal4	19	186	936.07	492.8	0	0	0	1.09695	0
metal4	20	186	992.07	492.8	0	0	0	1.09802	0
metal4	21	186	1048.07	492.8	0	0	0	1.09911	0
metal4	22	186	1086.21	492.8	0	0	0	1.09988	0
metal4	0	187	14.095	495.6	0	0	0	1.0998	0
metal4	1	187	40.07	495.6	0	0	0	1.09888	0
metal4	2	187	96.07	495.6	0	0	0	1.09702	0
metal4	3	187	108.455	495.6	0	0	0	1.0967	0
metal4	4	187	109.295	495.6	0	0	0	1.09667	0
metal4	5	187	152.07	495.6	0	0	0	1.09554	0
metal4	6	187	208.07	495.6	0	0	0	1.0943	0
metal4	7	187	264.07	495.6	0	0	0	1.09327	0
metal4	8	187	320.07	495.6	0	0	0	1.09243	0
metal4	9	187	376.07	495.6	0	0	0	1.09175	0
metal4	10	187	432.07	495.6	0	0	0	1.09141	0
metal4	11	187	488.07	495.6	0	0	0	1.0914	0
metal4	12	187	544.07	495.6	0	0	0	1.09181	0
metal4	13	187	600.07	495.6	0	0	0	1.09218	0
metal4	14	187	656.07	495.6	0	0	0	1.09266	0
metal4	15	187	712.07	495.6	0	0	0	1.09326	0
metal4	16	187	768.07	495.6	0	0	0	1.09399	0
metal4	17	187	824.07	495.6	0	0	0	1.09487	0
metal4	18	187	880.07	495.6	0	0	0	1.09588	0
metal4	19	187	936.07	495.6	0	0	0	1.09692	0
metal4	20	187	992.07	495.6	0	0	0	1.098	0
metal4	21	187	1048.07	495.6	0	0	0	1.0991	0
metal4	22	187	1086.21	495.6	0	0	0	1.09988	0
metal4	0	188	14.095	498.4	0	0	0	1.09981	0
metal4	1	188	40.07	498.4	0	0	0	1.09888	0
metal4	2	188	96.07	498.4	0	0	0	1.09702	0
metal4	3	188	108.455	498.4	0	0	0	1.09669	0
metal4	4	188	109.295	498.4	0	0	0	1.09667	0
metal4	5	188	152.07	498.4	0	0	0	1.09553	0
metal4	6	188	208.07	498.4	0	0	0	1.09429	0
metal4	7	188	264.07	498.4	0	0	0	1.09326	0
metal4	8	188	320.07	498.4	0	0	0	1.09241	0
metal4	9	188	376.07	498.4	0	0	0	1.09172	0
metal4	10	188	432.07	498.4	0	0	0	1.09139	0
metal4	11	188	488.07	498.4	0	0	0	1.09136	0
metal4	12	188	544.07	498.4	0	0	0	1.09176	0
metal4	13	188	600.07	498.4	0	0	0	1.09212	0
metal4	14	188	656.07	498.4	0	0	0	1.09259	0
metal4	15	188	712.07	498.4	0	0	0	1.0932	0
metal4	16	188	768.07	498.4	0	0	0	1.09394	0
metal4	17	188	824.07	498.4	0	0	0	1.09482	0
metal4	18	188	880.07	498.4	0	0	0	1.09585	0
metal4	19	188	936.07	498.4	0	0	0	1.09689	0
metal4	20	188	992.07	498.4	0	0	0	1.09799	0
metal4	21	188	1048.07	498.4	0	0	0	1.0991	0
metal4	22	188	1086.21	498.4	0	0	0	1.09989	0
metal4	0	189	14.095	501.2	0	0	0	1.09984	0
metal4	1	189	40.07	501.2	0	0	0	1.0989	0
metal4	2	189	96.07	501.2	0	0	0	1.09703	0
metal4	3	189	108.455	501.2	0	0	0	1.0967	0
metal4	4	189	109.295	501.2	0	0	0	1.09668	0
metal4	5	189	152.07	501.2	0	0	0	1.09554	0
metal4	6	189	208.07	501.2	0	0	0	1.0943	0
metal4	7	189	264.07	501.2	0	0	0	1.09326	0
metal4	8	189	320.07	501.2	0	0	0	1.0924	0
metal4	9	189	376.07	501.2	0	0	0	1.09172	0
metal4	10	189	432.07	501.2	0	0	0	1.09138	0
metal4	11	189	488.07	501.2	0	0	0	1.09134	0
metal4	12	189	544.07	501.2	0	0	0	1.09171	0
metal4	13	189	600.07	501.2	0	0	0	1.09206	0
metal4	14	189	656.07	501.2	0	0	0	1.09254	0
metal4	15	189	712.07	501.2	0	0	0	1.09315	0
metal4	16	189	768.07	501.2	0	0	0	1.09389	0
metal4	17	189	824.07	501.2	0	0	0	1.09478	0
metal4	18	189	880.07	501.2	0	0	0	1.09581	0
metal4	19	189	936.07	501.2	0	0	0	1.09687	0
metal4	20	189	992.07	501.2	0	0	0	1.09798	0
metal4	21	189	1048.07	501.2	0	0	0	1.0991	0
metal4	22	189	1086.21	501.2	0	0	0	1.0999	0
metal4	0	190	14.095	504	0	0	0	1.09988	0
metal4	1	190	40.07	504	0	0	0	1.09894	0
metal4	2	190	96.07	504	0	0	0	1.09706	0
metal4	3	190	108.455	504	0	0	0	1.09672	0
metal4	4	190	109.295	504	0	0	0	1.09669	0
metal4	5	190	152.07	504	0	0	0	1.09557	0
metal4	6	190	208.07	504	0	0	0	1.09432	0
metal4	7	190	264.07	504	0	0	0	1.09327	0
metal4	8	190	320.07	504	0	0	0	1.09242	0
metal4	9	190	376.07	504	0	0	0	1.09174	0
metal4	10	190	432.07	504	0	0	0	1.09139	0
metal4	11	190	488.07	504	0	0	0	1.09135	0
metal4	12	190	544.07	504	0	0	0	1.09167	0
metal4	13	190	600.07	504	0	0	0	1.09201	0
metal4	14	190	656.07	504	0	0	0	1.09249	0
metal4	15	190	712.07	504	0	0	0	1.0931	0
metal4	16	190	768.07	504	0	0	0	1.09385	0
metal4	17	190	824.07	504	0	0	0	1.09474	0
metal4	18	190	880.07	504	0	0	0	1.09578	0
metal4	19	190	936.07	504	0	0	0	1.09685	0
metal4	20	190	992.07	504	0	0	0	1.09797	0
metal4	21	190	1048.07	504	0	0	0	1.09911	0
metal4	22	190	1086.21	504	0	0	0	1.09993	0
metal4	0	191	14.095	506.8	0	0	0	1.09993	0
metal4	1	191	40.07	506.8	0	0	0	1.09899	0
metal4	2	191	96.07	506.8	0	0	0	1.09711	0
metal4	3	191	108.455	506.8	0	0	0	1.09675	0
metal4	4	191	109.295	506.8	0	0	0	1.09672	0
metal4	5	191	152.07	506.8	0	0	0	1.09561	0
metal4	6	191	208.07	506.8	0	0	0	1.09435	0
metal4	7	191	264.07	506.8	0	0	0	1.0933	0
metal4	8	191	320.07	506.8	0	0	0	1.09245	0
metal4	9	191	376.07	506.8	0	0	0	1.09178	0
metal4	10	191	432.07	506.8	0	0	0	1.09143	0
metal4	11	191	488.07	506.8	0	0	0	1.09137	0
metal4	12	191	544.07	506.8	0	0	0	1.09164	0
metal4	13	191	600.07	506.8	0	0	0	1.09197	0
metal4	14	191	656.07	506.8	0	0	0	1.09244	0
metal4	15	191	712.07	506.8	0	0	0	1.09305	0
metal4	16	191	768.07	506.8	0	0	0	1.09381	0
metal4	17	191	824.07	506.8	0	0	0	1.09471	0
metal4	18	191	880.07	506.8	0	0	0	1.09575	0
metal4	19	191	936.07	506.8	0	0	0	1.09684	0
metal4	20	191	992.07	506.8	0	0	0	1.09796	0
metal4	21	191	1048.07	506.8	0	0	0	1.09912	0
metal4	22	191	1086.21	506.8	0	0	0	1.09996	0
metal4	0	192	14.095	509.6	0	0	0	1.1	0
metal4	1	192	40.07	509.6	0	0	0	1.09905	0
metal4	2	192	96.07	509.6	0	0	0	1.09716	0
metal4	3	192	108.455	509.6	0	0	0	1.09679	0
metal4	4	192	109.295	509.6	0	0	0	1.09676	0
metal4	5	192	152.07	509.6	0	0	0	1.09566	0
metal4	6	192	208.07	509.6	0	0	0	1.09441	0
metal4	7	192	264.07	509.6	0	0	0	1.09335	0
metal4	8	192	320.07	509.6	0	0	0	1.09249	0
metal4	9	192	376.07	509.6	0	0	0	1.09185	0
metal4	10	192	432.07	509.6	0	0	0	1.09149	0
metal4	11	192	488.07	509.6	0	0	0	1.09141	0
metal4	12	192	544.07	509.6	0	0	0	1.09161	0
metal4	13	192	600.07	509.6	0	0	0	1.09194	0
metal4	14	192	656.07	509.6	0	0	0	1.0924	0
metal4	15	192	712.07	509.6	0	0	0	1.09302	0
metal4	16	192	768.07	509.6	0	0	0	1.09378	0
metal4	17	192	824.07	509.6	0	0	0	1.09469	0
metal4	18	192	880.07	509.6	0	0	0	1.09573	0
metal4	19	192	936.07	509.6	0	0	0	1.09682	0
metal4	20	192	992.07	509.6	0	0	0	1.09796	0
metal4	21	192	1048.07	509.6	0	0	0	1.09914	0
metal4	22	192	1086.21	509.6	0	0	0	1.1	0
metal4	0	193	14.095	512.4	0	0	0	1.09993	0
metal4	1	193	40.07	512.4	0	0	0	1.09898	0
metal4	2	193	96.07	512.4	0	0	0	1.09709	0
metal4	3	193	108.455	512.4	0	0	0	1.09673	0
metal4	4	193	109.295	512.4	0	0	0	1.0967	0
metal4	5	193	152.07	512.4	0	0	0	1.09558	0
metal4	6	193	208.07	512.4	0	0	0	1.09431	0
metal4	7	193	264.07	512.4	0	0	0	1.09325	0
metal4	8	193	320.07	512.4	0	0	0	1.09238	0
metal4	9	193	376.07	512.4	0	0	0	1.0917	0
metal4	10	193	432.07	512.4	0	0	0	1.09133	0
metal4	11	193	488.07	512.4	0	0	0	1.09126	0
metal4	12	193	544.07	512.4	0	0	0	1.09149	0
metal4	13	193	600.07	512.4	0	0	0	1.09179	0
metal4	14	193	656.07	512.4	0	0	0	1.09225	0
metal4	15	193	712.07	512.4	0	0	0	1.09287	0
metal4	16	193	768.07	512.4	0	0	0	1.09364	0
metal4	17	193	824.07	512.4	0	0	0	1.09456	0
metal4	18	193	880.07	512.4	0	0	0	1.09566	0
metal4	19	193	936.07	512.4	0	0	0	1.09677	0
metal4	20	193	992.07	512.4	0	0	0	1.09793	0
metal4	21	193	1048.07	512.4	0	0	0	1.09911	0
metal4	22	193	1086.21	512.4	0	0	0	1.09996	0
metal4	0	194	14.095	515.2	0	0	0	1.09988	0
metal4	1	194	40.07	515.2	0	0	0	1.09893	0
metal4	2	194	96.07	515.2	0	0	0	1.09703	0
metal4	3	194	108.455	515.2	0	0	0	1.09668	0
metal4	4	194	109.295	515.2	0	0	0	1.09665	0
metal4	5	194	152.07	515.2	0	0	0	1.09551	0
metal4	6	194	208.07	515.2	0	0	0	1.09423	0
metal4	7	194	264.07	515.2	0	0	0	1.09316	0
metal4	8	194	320.07	515.2	0	0	0	1.09228	0
metal4	9	194	376.07	515.2	0	0	0	1.09158	0
metal4	10	194	432.07	515.2	0	0	0	1.0912	0
metal4	11	194	488.07	515.2	0	0	0	1.09112	0
metal4	12	194	544.07	515.2	0	0	0	1.09137	0
metal4	13	194	600.07	515.2	0	0	0	1.09165	0
metal4	14	194	656.07	515.2	0	0	0	1.09211	0
metal4	15	194	712.07	515.2	0	0	0	1.09272	0
metal4	16	194	768.07	515.2	0	0	0	1.0935	0
metal4	17	194	824.07	515.2	0	0	0	1.09444	0
metal4	18	194	880.07	515.2	0	0	0	1.0956	0
metal4	19	194	936.07	515.2	0	0	0	1.09673	0
metal4	20	194	992.07	515.2	0	0	0	1.09789	0
metal4	21	194	1048.07	515.2	0	0	0	1.09908	0
metal4	22	194	1086.21	515.2	0	0	0	1.09992	0
metal4	0	195	14.095	518	0	0	0	1.09984	0
metal4	1	195	40.07	518	0	0	0	1.09889	0
metal4	2	195	96.07	518	0	0	0	1.09698	0
metal4	3	195	108.455	518	0	0	0	1.09664	0
metal4	4	195	109.295	518	0	0	0	1.09661	0
metal4	5	195	152.07	518	0	0	0	1.09545	0
metal4	6	195	208.07	518	0	0	0	1.09417	0
metal4	7	195	264.07	518	0	0	0	1.09309	0
metal4	8	195	320.07	518	0	0	0	1.0922	0
metal4	9	195	376.07	518	0	0	0	1.09148	0
metal4	10	195	432.07	518	0	0	0	1.09109	0
metal4	11	195	488.07	518	0	0	0	1.09101	0
metal4	12	195	544.07	518	0	0	0	1.09127	0
metal4	13	195	600.07	518	0	0	0	1.09152	0
metal4	14	195	656.07	518	0	0	0	1.09197	0
metal4	15	195	712.07	518	0	0	0	1.09259	0
metal4	16	195	768.07	518	0	0	0	1.09337	0
metal4	17	195	824.07	518	0	0	0	1.09433	0
metal4	18	195	880.07	518	0	0	0	1.09555	0
metal4	19	195	936.07	518	0	0	0	1.09669	0
metal4	20	195	992.07	518	0	0	0	1.09786	0
metal4	21	195	1048.07	518	0	0	0	1.09906	0
metal4	22	195	1086.21	518	0	0	0	1.0999	0
metal4	0	196	14.095	520.8	0	0	0	1.09981	0
metal4	1	196	40.07	520.8	0	0	0	1.09886	0
metal4	2	196	96.07	520.8	0	0	0	1.09695	0
metal4	3	196	108.455	520.8	0	0	0	1.09661	0
metal4	4	196	109.295	520.8	0	0	0	1.09658	0
metal4	5	196	152.07	520.8	0	0	0	1.09541	0
metal4	6	196	208.07	520.8	0	0	0	1.09412	0
metal4	7	196	264.07	520.8	0	0	0	1.09304	0
metal4	8	196	320.07	520.8	0	0	0	1.09214	0
metal4	9	196	376.07	520.8	0	0	0	1.0914	0
metal4	10	196	432.07	520.8	0	0	0	1.09101	0
metal4	11	196	488.07	520.8	0	0	0	1.09091	0
metal4	12	196	544.07	520.8	0	0	0	1.09117	0
metal4	13	196	600.07	520.8	0	0	0	1.0914	0
metal4	14	196	656.07	520.8	0	0	0	1.09185	0
metal4	15	196	712.07	520.8	0	0	0	1.09247	0
metal4	16	196	768.07	520.8	0	0	0	1.09325	0
metal4	17	196	824.07	520.8	0	0	0	1.09423	0
metal4	18	196	880.07	520.8	0	0	0	1.09549	0
metal4	19	196	936.07	520.8	0	0	0	1.09665	0
metal4	20	196	992.07	520.8	0	0	0	1.09784	0
metal4	21	196	1048.07	520.8	0	0	0	1.09904	0
metal4	22	196	1086.21	520.8	0	0	0	1.09988	0
metal4	0	197	14.095	523.6	0	0	0	1.0998	0
metal4	1	197	40.07	523.6	0	0	0	1.09885	0
metal4	2	197	96.07	523.6	0	0	0	1.09692	0
metal4	3	197	108.455	523.6	0	0	0	1.09659	0
metal4	4	197	109.295	523.6	0	0	0	1.09656	0
